date,order_number,product_name,category,customer_type,quantity,unit_price,total_amount,payment_method
2021-02-01,ORD000568,Brake Pads,Braking system,Retail,32,1153.13,36900.16,Bank Transfer
2021-02-01,ORD001553,Starter Motor,Electrical system,Wholesale,0,7284.64,0.0,Cash
2021-02-02,ORD000335,Air Filter,Engine system,Retail,44,294.6,12962.4,Check
2021-02-02,ORD000566,Brake Pads,Braking system,Wholesale,30,1492.72,44781.6,Maya
2021-02-02,ORD001798,ECU Module,Electrical system,Wholesale,22,17325.92,381170.24,Bank Transfer
2021-02-02,ORD001807,ECU Module,Electrical system,Wholesale,34,27378.53,930870.02,Bank Transfer
2021-02-02,ORD001165,Wheel Bearing,Drivetrain,Wholesale,15,1876.07,28141.05,Cash
2021-02-04,ORD000892,Shock Absorber,Suspension & traction,Retail,40,3574.85,142994.0,GCash
2021-02-05,ORD000010,Oil Filter,Engine system,Retail,20,148.58,2971.6,Maya
2021-02-06,ORD001799,ECU Module,Electrical system,Wholesale,14,17718.42,248057.88,GCash
2021-02-10,ORD001795,ECU Module,Electrical system,Wholesale,29,21148.14,613296.06,Check
2021-02-10,ORD001797,ECU Module,Electrical system,Wholesale,22,19816.17,435955.74,GCash
2021-02-10,ORD001800,ECU Module,Electrical system,Retail,37,17006.58,629243.46,GCash
2021-02-11,ORD001794,ECU Module,Electrical system,Retail,38,22053.97,838050.86,Bank Transfer
2021-02-11,ORD001796,ECU Module,Electrical system,Retail,29,25274.21,732952.09,GCash
2021-02-11,ORD000891,Shock Absorber,Suspension & traction,Retail,28,3692.88,103400.64,Maya
2021-02-11,ORD000893,Shock Absorber,Suspension & traction,Wholesale,12,4090.09,49081.08,Check
2021-02-12,ORD000895,Shock Absorber,Suspension & traction,Wholesale,33,3601.43,118847.19,Check
2021-02-14,ORD000569,Brake Pads,Braking system,Wholesale,18,963.7,17346.6,GCash
2021-02-14,ORD001803,ECU Module,Electrical system,Wholesale,23,20887.08,480402.84,Maya
2021-02-14,ORD000008,Oil Filter,Engine system,Wholesale,17,203.12,3453.04,Cash
2021-02-15,ORD001434,Alternator,Electrical system,Retail,32,12407.51,397040.32,Cash
2021-02-15,ORD000890,Shock Absorber,Suspension & traction,Retail,31,3508.45,108761.95,Bank Transfer
2021-02-17,ORD000567,Brake Pads,Braking system,Wholesale,19,1272.64,24180.16,Check
2021-02-17,ORD001801,ECU Module,Electrical system,Retail,36,19496.32,701867.52,Cash
2021-02-17,ORD000896,Shock Absorber,Suspension & traction,Wholesale,50,2875.62,143781.0,Check
2021-02-18,ORD001658,Catalytic Converter,Exhaust system,Wholesale,4,15681.86,62727.44,GCash
2021-02-18,ORD001804,ECU Module,Electrical system,Retail,48,21032.0,1009536.0,Bank Transfer
2021-02-20,ORD001808,ECU Module,Electrical system,Retail,39,14716.49,573943.11,Cash
2021-02-20,ORD000007,Oil Filter,Engine system,Wholesale,35,171.27,5994.45,Maya
2021-02-21,ORD001802,ECU Module,Electrical system,Wholesale,28,23244.33,650841.24,Check
2021-02-21,ORD000009,Oil Filter,Engine system,Retail,34,253.82,8629.88,Cash
2021-02-22,ORD001806,ECU Module,Electrical system,Retail,30,27705.56,831166.8,Maya
2021-02-23,ORD000565,Brake Pads,Braking system,Wholesale,38,1469.78,55851.64,Cash
2021-02-24,ORD000336,Air Filter,Engine system,Wholesale,36,330.93,11913.48,Bank Transfer
2021-02-25,ORD001805,ECU Module,Electrical system,Wholesale,23,20463.83,470668.09,Cash
2021-02-26,ORD001793,ECU Module,Electrical system,Wholesale,37,14551.58,538408.46,Cash
2021-02-27,ORD000334,Air Filter,Engine system,Wholesale,9,252.51,2272.59,Check
2021-02-27,ORD000006,Oil Filter,Engine system,Retail,21,210.8,4426.8,Maya
2021-02-27,ORD000894,Shock Absorber,Suspension & traction,Retail,1,3017.81,3017.81,Check
2021-02-28,ORD001435,Alternator,Electrical system,Wholesale,28,11815.63,330837.64,GCash
2021-03-01,ORD000337,Air Filter,Engine system,Retail,21,248.15,5211.15,GCash
2021-03-01,ORD001436,Alternator,Electrical system,Wholesale,0,8558.01,0.0,Cash
2021-03-01,ORD001346,Battery,Electrical system,Retail,0,6643.06,0.0,Cash
2021-03-01,ORD001814,ECU Module,Electrical system,Wholesale,33,18937.3,624930.9,Bank Transfer
2021-03-01,ORD001816,ECU Module,Electrical system,Retail,19,25183.37,478484.03,Maya
2021-03-01,ORD001819,ECU Module,Electrical system,Wholesale,16,24856.6,397705.6,GCash
2021-03-02,ORD001662,Catalytic Converter,Exhaust system,Retail,29,23819.91,690777.39,Bank Transfer
2021-03-02,ORD000898,Shock Absorber,Suspension & traction,Retail,36,2737.14,98537.04,GCash
2021-03-02,ORD001166,Wheel Bearing,Drivetrain,Wholesale,20,2220.02,44400.4,GCash
2021-03-03,ORD000011,Oil Filter,Engine system,Wholesale,33,149.61,4937.13,Bank Transfer
2021-03-05,ORD001809,ECU Module,Electrical system,Retail,31,22867.23,708884.13,Bank Transfer
2021-03-05,ORD000901,Shock Absorber,Suspension & traction,Retail,35,3238.45,113345.75,GCash
2021-03-06,ORD001665,Catalytic Converter,Exhaust system,Retail,39,17106.56,667155.84,Check
2021-03-08,ORD001813,ECU Module,Electrical system,Wholesale,21,16596.36,348523.56,GCash
2021-03-08,ORD000900,Shock Absorber,Suspension & traction,Retail,25,3269.37,81734.25,Cash
2021-03-09,ORD000012,Oil Filter,Engine system,Wholesale,40,258.49,10339.6,Check
2021-03-10,ORD000902,Shock Absorber,Suspension & traction,Retail,6,2791.86,16751.16,Bank Transfer
2021-03-11,ORD000572,Brake Pads,Braking system,Wholesale,28,1141.94,31974.32,Cash
2021-03-11,ORD001812,ECU Module,Electrical system,Wholesale,34,17957.36,610550.24,Maya
2021-03-13,ORD000013,Oil Filter,Engine system,Wholesale,11,206.83,2275.13,Bank Transfer
2021-03-13,ORD001554,Starter Motor,Electrical system,Wholesale,21,10513.89,220791.69,Bank Transfer
2021-03-15,ORD001666,Catalytic Converter,Exhaust system,Retail,26,20956.83,544877.58,Cash
2021-03-15,ORD001818,ECU Module,Electrical system,Retail,25,22166.99,554174.75,Check
2021-03-15,ORD001820,ECU Module,Electrical system,Retail,54,28265.22,1526321.88,Bank Transfer
2021-03-16,ORD000897,Shock Absorber,Suspension & traction,Wholesale,33,3545.2,116991.6,Bank Transfer
2021-03-17,ORD000014,Oil Filter,Engine system,Wholesale,19,210.18,3993.42,Check
2021-03-18,ORD000015,Oil Filter,Engine system,Retail,24,219.93,5278.32,Maya
2021-03-18,ORD000903,Shock Absorber,Suspension & traction,Retail,30,4013.5,120405.0,Check
2021-03-18,ORD000904,Shock Absorber,Suspension & traction,Wholesale,18,3151.6,56728.8,Check
2021-03-20,ORD000899,Shock Absorber,Suspension & traction,Wholesale,35,2500.16,87505.6,Maya
2021-03-22,ORD001815,ECU Module,Electrical system,Retail,13,18322.16,238188.08,GCash
2021-03-22,ORD001817,ECU Module,Electrical system,Retail,31,26378.91,817746.21,Cash
2021-03-23,ORD000571,Brake Pads,Braking system,Retail,49,1570.92,76975.08,Bank Transfer
2021-03-24,ORD000570,Brake Pads,Braking system,Retail,21,1258.84,26435.64,Check
2021-03-25,ORD001811,ECU Module,Electrical system,Wholesale,54,16505.07,891273.78,GCash
2021-03-26,ORD000338,Air Filter,Engine system,Wholesale,12,287.7,3452.4,Bank Transfer
2021-03-27,ORD000339,Air Filter,Engine system,Wholesale,51,265.08,13519.08,GCash
2021-03-27,ORD001661,Catalytic Converter,Exhaust system,Retail,38,15360.51,583699.38,Check
2021-03-27,ORD001664,Catalytic Converter,Exhaust system,Wholesale,14,12794.33,179120.62,GCash
2021-03-28,ORD001663,Catalytic Converter,Exhaust system,Wholesale,25,14308.99,357724.75,Bank Transfer
2021-03-28,ORD001821,ECU Module,Electrical system,Retail,29,25454.23,738172.67,GCash
2021-03-28,ORD001555,Starter Motor,Electrical system,Wholesale,23,6861.53,157815.19,Maya
2021-03-29,ORD000573,Brake Pads,Braking system,Retail,4,1033.02,4132.08,Maya
2021-03-29,ORD001659,Catalytic Converter,Exhaust system,Wholesale,37,23480.35,868772.95,Check
2021-03-29,ORD001810,ECU Module,Electrical system,Retail,33,27499.72,907490.76,GCash
2021-03-31,ORD000574,Brake Pads,Braking system,Retail,26,1368.51,35581.26,Maya
2021-03-31,ORD001660,Catalytic Converter,Exhaust system,Wholesale,33,13116.22,432835.26,Maya
2021-04-01,ORD001347,Battery,Electrical system,Wholesale,0,6468.71,0.0,Bank Transfer
2021-04-01,ORD001822,ECU Module,Electrical system,Retail,0,25289.18,0.0,Check
2021-04-01,ORD000915,Shock Absorber,Suspension & traction,Retail,11,3345.65,36802.15,Cash
2021-04-02,ORD001671,Catalytic Converter,Exhaust system,Retail,31,14871.65,461021.15,Cash
2021-04-03,ORD000914,Shock Absorber,Suspension & traction,Wholesale,28,3300.5,92414.0,Cash
2021-04-05,ORD000580,Brake Pads,Braking system,Wholesale,27,1174.86,31721.22,Maya
2021-04-05,ORD001167,Wheel Bearing,Drivetrain,Retail,29,2822.51,81852.79,Cash
2021-04-06,ORD000017,Oil Filter,Engine system,Wholesale,28,234.64,6569.92,Cash
2021-04-06,ORD000912,Shock Absorber,Suspension & traction,Wholesale,23,4021.98,92505.54,Cash
2021-04-07,ORD000909,Shock Absorber,Suspension & traction,Retail,50,4091.69,204584.5,Check
2021-04-07,ORD001557,Starter Motor,Electrical system,Wholesale,25,11066.71,276667.75,Maya
2021-04-08,ORD001669,Catalytic Converter,Exhaust system,Wholesale,42,17384.26,730138.92,GCash
2021-04-08,ORD000016,Oil Filter,Engine system,Retail,28,198.65,5562.2,Bank Transfer
2021-04-08,ORD000907,Shock Absorber,Suspension & traction,Retail,32,3339.15,106852.8,Cash
2021-04-09,ORD000020,Oil Filter,Engine system,Wholesale,21,188.08,3949.68,Check
2021-04-10,ORD000344,Air Filter,Engine system,Wholesale,22,301.8,6639.6,Maya
2021-04-12,ORD000578,Brake Pads,Braking system,Retail,39,1296.07,50546.73,GCash
2021-04-12,ORD001668,Catalytic Converter,Exhaust system,Wholesale,36,18718.4,673862.4,Maya
2021-04-12,ORD000018,Oil Filter,Engine system,Wholesale,25,238.88,5972.0,GCash
2021-04-13,ORD000019,Oil Filter,Engine system,Retail,32,237.57,7602.24,Bank Transfer
2021-04-14,ORD000341,Air Filter,Engine system,Retail,28,350.8,9822.4,GCash
2021-04-14,ORD000905,Shock Absorber,Suspension & traction,Wholesale,53,3547.91,188039.23,Check
2021-04-16,ORD000343,Air Filter,Engine system,Retail,26,329.64,8570.64,GCash
2021-04-16,ORD001556,Starter Motor,Electrical system,Wholesale,28,11111.12,311111.36,GCash
2021-04-18,ORD000577,Brake Pads,Braking system,Wholesale,21,1269.13,26651.73,Maya
2021-04-18,ORD001667,Catalytic Converter,Exhaust system,Wholesale,11,21368.07,235048.77,Cash
2021-04-18,ORD000910,Shock Absorber,Suspension & traction,Retail,18,3774.15,67934.7,Maya
2021-04-19,ORD001438,Alternator,Electrical system,Retail,48,9566.49,459191.52,Check
2021-04-20,ORD000575,Brake Pads,Braking system,Retail,16,1471.26,23540.16,Cash
2021-04-20,ORD000908,Shock Absorber,Suspension & traction,Retail,27,3369.89,90987.03,GCash
2021-04-21,ORD000340,Air Filter,Engine system,Retail,20,332.3,6646.0,Cash
2021-04-21,ORD000913,Shock Absorber,Suspension & traction,Retail,48,4128.39,198162.72,Check
2021-04-22,ORD000342,Air Filter,Engine system,Wholesale,12,339.92,4079.04,Maya
2021-04-22,ORD000911,Shock Absorber,Suspension & traction,Wholesale,36,2407.28,86662.08,Check
2021-04-25,ORD001670,Catalytic Converter,Exhaust system,Retail,20,12086.2,241724.0,Maya
2021-04-25,ORD001673,Catalytic Converter,Exhaust system,Retail,32,13550.79,433625.28,Bank Transfer
2021-04-25,ORD000906,Shock Absorber,Suspension & traction,Wholesale,16,2998.19,47971.04,Maya
2021-04-26,ORD001672,Catalytic Converter,Exhaust system,Retail,23,19121.96,439805.08,GCash
2021-04-28,ORD001437,Alternator,Electrical system,Wholesale,21,6890.15,144693.15,Check
2021-04-29,ORD000576,Brake Pads,Braking system,Wholesale,34,995.03,33831.02,Bank Transfer
2021-04-30,ORD000579,Brake Pads,Braking system,Wholesale,28,1324.84,37095.52,Maya
2021-05-01,ORD000345,Air Filter,Engine system,Wholesale,10,311.94,3119.4,Cash
2021-05-01,ORD001348,Battery,Electrical system,Retail,0,4802.35,0.0,Check
2021-05-01,ORD001674,Catalytic Converter,Exhaust system,Retail,0,12038.64,0.0,Maya
2021-05-01,ORD001823,ECU Module,Electrical system,Wholesale,0,28496.97,0.0,Bank Transfer
2021-05-01,ORD001558,Starter Motor,Electrical system,Retail,0,8720.45,0.0,GCash
2021-05-02,ORD000585,Brake Pads,Braking system,Wholesale,33,1227.38,40503.54,Check
2021-05-02,ORD000916,Shock Absorber,Suspension & traction,Wholesale,28,2663.42,74575.76,Bank Transfer
2021-05-03,ORD001439,Alternator,Electrical system,Wholesale,8,11646.83,93174.64,Maya
2021-05-04,ORD000918,Shock Absorber,Suspension & traction,Retail,24,2455.11,58922.64,Cash
2021-05-04,ORD001173,Wheel Bearing,Drivetrain,Retail,26,2115.68,55007.68,Bank Transfer
2021-05-05,ORD000581,Brake Pads,Braking system,Wholesale,29,1129.02,32741.58,GCash
2021-05-07,ORD000349,Air Filter,Engine system,Wholesale,21,256.2,5380.2,Cash
2021-05-09,ORD000917,Shock Absorber,Suspension & traction,Wholesale,23,3351.62,77087.26,Cash
2021-05-10,ORD001172,Wheel Bearing,Drivetrain,Wholesale,21,1743.3,36609.3,GCash
2021-05-11,ORD001441,Alternator,Electrical system,Retail,21,12152.78,255208.38,Bank Transfer
2021-05-11,ORD000024,Oil Filter,Engine system,Retail,23,161.71,3719.33,GCash
2021-05-11,ORD001168,Wheel Bearing,Drivetrain,Wholesale,30,2282.9,68487.0,Bank Transfer
2021-05-13,ORD000583,Brake Pads,Braking system,Wholesale,9,1071.27,9641.43,Maya
2021-05-13,ORD000584,Brake Pads,Braking system,Retail,21,1513.29,31779.09,GCash
2021-05-14,ORD000021,Oil Filter,Engine system,Wholesale,30,182.08,5462.4,GCash
2021-05-15,ORD000582,Brake Pads,Braking system,Retail,39,1595.24,62214.36,Check
2021-05-16,ORD001170,Wheel Bearing,Drivetrain,Retail,32,2520.78,80664.96,Maya
2021-05-17,ORD000586,Brake Pads,Braking system,Wholesale,22,1471.2,32366.4,Maya
2021-05-17,ORD000022,Oil Filter,Engine system,Retail,14,168.87,2364.18,GCash
2021-05-17,ORD000025,Oil Filter,Engine system,Retail,29,243.1,7049.9,Maya
2021-05-17,ORD001169,Wheel Bearing,Drivetrain,Wholesale,23,1726.83,39717.09,Cash
2021-05-18,ORD001440,Alternator,Electrical system,Retail,47,10171.47,478059.09,Maya
2021-05-19,ORD001171,Wheel Bearing,Drivetrain,Retail,7,1754.27,12279.89,Check
2021-05-21,ORD000348,Air Filter,Engine system,Retail,25,235.23,5880.75,Cash
2021-05-25,ORD000347,Air Filter,Engine system,Wholesale,33,235.32,7765.56,Check
2021-05-27,ORD000346,Air Filter,Engine system,Retail,26,331.47,8618.22,Maya
2021-05-27,ORD000023,Oil Filter,Engine system,Wholesale,39,232.97,9085.83,Cash
2021-05-30,ORD001174,Wheel Bearing,Drivetrain,Wholesale,36,2880.41,103694.76,Cash
2021-06-01,ORD001349,Battery,Electrical system,Retail,0,7326.07,0.0,Bank Transfer
2021-06-01,ORD001675,Catalytic Converter,Exhaust system,Retail,0,21452.13,0.0,Maya
2021-06-01,ORD001824,ECU Module,Electrical system,Retail,0,22919.88,0.0,Cash
2021-06-01,ORD001559,Starter Motor,Electrical system,Retail,0,6214.6,0.0,Check
2021-06-05,ORD000354,Air Filter,Engine system,Wholesale,20,300.35,6007.0,Check
2021-06-05,ORD001442,Alternator,Electrical system,Wholesale,43,9028.77,388237.11,Maya
2021-06-06,ORD000588,Brake Pads,Braking system,Retail,22,1047.5,23045.0,Check
2021-06-06,ORD000592,Brake Pads,Braking system,Retail,7,1283.7,8985.9,Bank Transfer
2021-06-06,ORD000030,Oil Filter,Engine system,Retail,51,144.96,7392.96,Maya
2021-06-07,ORD000920,Shock Absorber,Suspension & traction,Wholesale,34,2474.91,84146.94,Maya
2021-06-07,ORD000924,Shock Absorber,Suspension & traction,Retail,42,3180.14,133565.88,Cash
2021-06-09,ORD000925,Shock Absorber,Suspension & traction,Wholesale,23,3434.59,78995.57,Check
2021-06-11,ORD000587,Brake Pads,Braking system,Wholesale,29,1150.08,33352.32,Bank Transfer
2021-06-13,ORD001443,Alternator,Electrical system,Wholesale,24,8607.02,206568.48,Maya
2021-06-13,ORD000590,Brake Pads,Braking system,Wholesale,31,1387.16,43001.96,Bank Transfer
2021-06-13,ORD000922,Shock Absorber,Suspension & traction,Retail,32,2591.05,82913.6,Check
2021-06-15,ORD000921,Shock Absorber,Suspension & traction,Wholesale,28,3028.01,84784.28,Bank Transfer
2021-06-15,ORD000928,Shock Absorber,Suspension & traction,Wholesale,29,3761.2,109074.8,Cash
2021-06-16,ORD000031,Oil Filter,Engine system,Retail,34,183.62,6243.08,Bank Transfer
2021-06-17,ORD000028,Oil Filter,Engine system,Retail,9,153.37,1380.33,Check
2021-06-17,ORD001175,Wheel Bearing,Drivetrain,Wholesale,16,2394.21,38307.36,GCash
2021-06-18,ORD000029,Oil Filter,Engine system,Wholesale,18,153.31,2759.58,Cash
2021-06-18,ORD000923,Shock Absorber,Suspension & traction,Retail,23,2825.27,64981.21,Maya
2021-06-19,ORD000929,Shock Absorber,Suspension & traction,Retail,32,3781.66,121013.12,Bank Transfer
2021-06-24,ORD000926,Shock Absorber,Suspension & traction,Retail,36,4088.79,147196.44,Check
2021-06-25,ORD000351,Air Filter,Engine system,Wholesale,26,315.92,8213.92,Check
2021-06-25,ORD000353,Air Filter,Engine system,Wholesale,36,246.95,8890.2,GCash
2021-06-25,ORD000591,Brake Pads,Braking system,Retail,18,1504.13,27074.34,Check
2021-06-27,ORD000589,Brake Pads,Braking system,Wholesale,46,968.06,44530.76,Cash
2021-06-27,ORD000027,Oil Filter,Engine system,Retail,24,199.52,4788.48,Check
2021-06-29,ORD000026,Oil Filter,Engine system,Wholesale,16,238.66,3818.56,Bank Transfer
2021-06-29,ORD000919,Shock Absorber,Suspension & traction,Retail,27,2734.9,73842.3,Maya
2021-06-29,ORD000927,Shock Absorber,Suspension & traction,Retail,33,2909.01,95997.33,Check
2021-06-30,ORD000350,Air Filter,Engine system,Retail,21,261.42,5489.82,GCash
2021-06-30,ORD000352,Air Filter,Engine system,Retail,31,266.3,8255.3,Check
2021-07-01,ORD001444,Alternator,Electrical system,Wholesale,0,10309.3,0.0,Check
2021-07-01,ORD001350,Battery,Electrical system,Wholesale,0,5726.9,0.0,Cash
2021-07-01,ORD001825,ECU Module,Electrical system,Retail,0,22718.31,0.0,Maya
2021-07-03,ORD001561,Starter Motor,Electrical system,Wholesale,26,11276.71,293194.46,Check
2021-07-05,ORD000930,Shock Absorber,Suspension & traction,Wholesale,31,2531.97,78491.07,Bank Transfer
2021-07-07,ORD001176,Wheel Bearing,Drivetrain,Wholesale,12,2427.85,29134.2,Maya
2021-07-08,ORD000593,Brake Pads,Braking system,Wholesale,23,1284.63,29546.49,Check
2021-07-08,ORD000035,Oil Filter,Engine system,Wholesale,25,148.86,3721.5,Bank Transfer
2021-07-12,ORD000597,Brake Pads,Braking system,Retail,30,1593.44,47803.2,GCash
2021-07-12,ORD000033,Oil Filter,Engine system,Retail,22,210.22,4624.84,Cash
2021-07-13,ORD001676,Catalytic Converter,Exhaust system,Retail,16,14027.76,224444.16,Maya
2021-07-14,ORD000931,Shock Absorber,Suspension & traction,Retail,17,3804.23,64671.91,Bank Transfer
2021-07-15,ORD000032,Oil Filter,Engine system,Retail,23,202.86,4665.78,Maya
2021-07-16,ORD000594,Brake Pads,Braking system,Wholesale,18,1353.44,24361.92,Maya
2021-07-19,ORD000357,Air Filter,Engine system,Retail,33,301.69,9955.77,Cash
2021-07-19,ORD001560,Starter Motor,Electrical system,Retail,18,8940.42,160927.56,Maya
2021-07-23,ORD000036,Oil Filter,Engine system,Retail,49,167.61,8212.89,Bank Transfer
2021-07-25,ORD000595,Brake Pads,Braking system,Retail,15,1017.55,15263.25,Maya
2021-07-25,ORD000034,Oil Filter,Engine system,Retail,2,200.34,400.68,Check
2021-07-26,ORD000596,Brake Pads,Braking system,Retail,27,955.12,25788.24,Maya
2021-07-28,ORD001177,Wheel Bearing,Drivetrain,Retail,32,2708.05,86657.6,Bank Transfer
2021-07-29,ORD000356,Air Filter,Engine system,Wholesale,49,300.56,14727.44,GCash
2021-07-29,ORD000932,Shock Absorber,Suspension & traction,Wholesale,34,3132.94,106519.96,Cash
2021-07-30,ORD000355,Air Filter,Engine system,Wholesale,11,236.28,2599.08,GCash
2021-08-01,ORD001445,Alternator,Electrical system,Retail,0,10242.39,0.0,Cash
2021-08-01,ORD001351,Battery,Electrical system,Retail,0,6025.44,0.0,Maya
2021-08-01,ORD001677,Catalytic Converter,Exhaust system,Retail,0,18034.3,0.0,Check
2021-08-01,ORD001826,ECU Module,Electrical system,Wholesale,0,18376.6,0.0,Cash
2021-08-01,ORD001562,Starter Motor,Electrical system,Wholesale,0,7043.37,0.0,Cash
2021-08-02,ORD000603,Brake Pads,Braking system,Retail,30,1598.75,47962.5,Cash
2021-08-02,ORD000934,Shock Absorber,Suspension & traction,Wholesale,26,3460.06,89961.56,Cash
2021-08-09,ORD000599,Brake Pads,Braking system,Retail,30,1227.46,36823.8,Check
2021-08-10,ORD000037,Oil Filter,Engine system,Retail,31,145.42,4508.02,Bank Transfer
2021-08-10,ORD000038,Oil Filter,Engine system,Wholesale,58,232.48,13483.84,Maya
2021-08-13,ORD000598,Brake Pads,Braking system,Retail,24,1397.22,33533.28,GCash
2021-08-14,ORD000041,Oil Filter,Engine system,Retail,9,180.31,1622.79,Maya
2021-08-17,ORD000602,Brake Pads,Braking system,Retail,7,1577.09,11039.63,GCash
2021-08-19,ORD000358,Air Filter,Engine system,Retail,40,251.45,10058.0,Cash
2021-08-19,ORD000600,Brake Pads,Braking system,Wholesale,25,1298.1,32452.5,Cash
2021-08-21,ORD000601,Brake Pads,Braking system,Retail,30,1103.69,33110.7,GCash
2021-08-21,ORD001178,Wheel Bearing,Drivetrain,Wholesale,20,1894.05,37881.0,Bank Transfer
2021-08-23,ORD000359,Air Filter,Engine system,Retail,22,250.94,5520.68,Cash
2021-08-23,ORD000039,Oil Filter,Engine system,Retail,20,254.06,5081.2,Maya
2021-08-24,ORD000360,Air Filter,Engine system,Retail,27,265.89,7179.03,Check
2021-08-24,ORD000040,Oil Filter,Engine system,Retail,17,231.9,3942.3,GCash
2021-08-26,ORD000933,Shock Absorber,Suspension & traction,Retail,12,3860.5,46326.0,Cash
2021-09-01,ORD001678,Catalytic Converter,Exhaust system,Retail,0,17166.12,0.0,Cash
2021-09-01,ORD001827,ECU Module,Electrical system,Wholesale,0,22035.55,0.0,GCash
2021-09-02,ORD000043,Oil Filter,Engine system,Wholesale,26,252.37,6561.62,Bank Transfer
2021-09-03,ORD001353,Battery,Electrical system,Wholesale,26,5188.69,134905.94,Cash
2021-09-03,ORD000042,Oil Filter,Engine system,Wholesale,18,211.32,3803.76,GCash
2021-09-04,ORD000936,Shock Absorber,Suspension & traction,Retail,15,3157.35,47360.25,Cash
2021-09-06,ORD000608,Brake Pads,Braking system,Wholesale,10,1174.97,11749.7,GCash
2021-09-09,ORD000045,Oil Filter,Engine system,Wholesale,13,182.64,2374.32,Bank Transfer
2021-09-10,ORD001447,Alternator,Electrical system,Retail,30,7383.16,221494.8,Check
2021-09-10,ORD000604,Brake Pads,Braking system,Wholesale,31,954.51,29589.81,Maya
2021-09-12,ORD000361,Air Filter,Engine system,Retail,37,287.02,10619.74,GCash
2021-09-13,ORD000362,Air Filter,Engine system,Retail,22,236.17,5195.74,Check
2021-09-15,ORD000935,Shock Absorber,Suspension & traction,Retail,14,4049.74,56696.36,Check
2021-09-16,ORD000609,Brake Pads,Braking system,Retail,36,1016.64,36599.04,Maya
2021-09-16,ORD000046,Oil Filter,Engine system,Retail,60,233.05,13983.0,Maya
