reportDate,productName,category,quantity,unitPrice,otherExpenses,totalAmount,customerName,paymentMethod,status,orderNumber,notes
2021-01-02,Brake Pads,Braking system,2,1367.36,90.45,2734.72,Wholesale Client,Maya,Completed,ORD008856,Automated migration
2021-01-02,Brake Pads,Braking system,2,1543.9,158.49,3087.8,Wholesale Client,Check,Completed,ORD008891,Automated migration
2021-01-02,Catalytic Converter,Exhaust system,2,16480.89,773.8,32961.78,Retail Client,GCash,Completed,ORD025152,Automated migration
2021-01-02,Catalytic Converter,Exhaust system,2,23253.96,2307.38,46507.92,Retail Client,Cash,Completed,ORD025167,Automated migration
2021-01-02,Catalytic Converter,Exhaust system,1,21627.52,891.33,21627.52,Retail Client,Maya,Completed,ORD025217,Automated migration
2021-01-02,Catalytic Converter,Exhaust system,2,23583.77,2387.39,47167.54,Retail Client,Bank Transfer,Completed,ORD025223,Automated migration
2021-01-02,Catalytic Converter,Exhaust system,2,20398.02,1274.94,40796.04,Retail Client,GCash,Completed,ORD025228,Automated migration
2021-01-02,Catalytic Converter,Exhaust system,1,12345.97,635.77,12345.97,Retail Client,GCash,Completed,ORD025231,Automated migration
2021-01-02,Oil Filter,Engine system,4,203.9,42.8,815.6,Retail Client,Bank Transfer,Completed,ORD000017,Automated migration
2021-01-02,Oil Filter,Engine system,1,251.45,45.86,251.45,Wholesale Client,Maya,Completed,ORD000024,Automated migration
2021-01-02,Oil Filter,Engine system,1,252.37,38.5,252.37,Wholesale Client,Bank Transfer,Completed,ORD000027,Automated migration
2021-01-02,Oil Filter,Engine system,1,154.1,28.89,154.1,Wholesale Client,Check,Completed,ORD000039,Automated migration
2021-01-02,Shock Absorber,Suspension & traction,3,2476.44,201.94,7429.32,Retail Client,Cash,Completed,ORD013907,Automated migration
2021-01-02,Shock Absorber,Suspension & traction,1,3511.27,145.21,3511.27,Retail Client,Maya,Completed,ORD013912,Automated migration
2021-01-02,Starter Motor,Electrical system,1,10842.45,370.66,10842.45,Retail Client,Maya,Completed,ORD023944,Automated migration
2021-01-02,Starter Motor,Electrical system,1,10363.85,339.39,10363.85,Retail Client,Bank Transfer,Completed,ORD023949,Automated migration
2021-01-02,Wheel Bearing,Drivetrain,3,1902.93,262.91,5708.79,Retail Client,Check,Completed,ORD018381,Automated migration
2021-01-03,Air Filter,Engine system,1,248.26,35.53,248.26,Retail Client,Check,Completed,ORD005185,Automated migration
2021-01-03,Air Filter,Engine system,1,339.79,50.21,339.79,Retail Client,Cash,Completed,ORD005211,Automated migration
2021-01-03,Brake Pads,Braking system,1,1009.95,74.23,1009.95,Wholesale Client,GCash,Completed,ORD008858,Automated migration
2021-01-03,Brake Pads,Braking system,1,1305.32,87.48,1305.32,Wholesale Client,Bank Transfer,Completed,ORD008898,Automated migration
2021-01-03,Brake Pads,Braking system,1,1584.74,98.13,1584.74,Wholesale Client,Maya,Completed,ORD008900,Automated migration
2021-01-03,Catalytic Converter,Exhaust system,2,13103.81,1340.05,26207.62,Retail Client,Maya,Completed,ORD025089,Automated migration
2021-01-03,Catalytic Converter,Exhaust system,1,12169.05,501.78,12169.05,Retail Client,GCash,Completed,ORD025137,Automated migration
2021-01-03,Catalytic Converter,Exhaust system,1,13903.27,730.91,13903.27,Wholesale Client,Bank Transfer,Completed,ORD025210,Automated migration
2021-01-03,Catalytic Converter,Exhaust system,2,18706.58,816.57,37413.16,Wholesale Client,Cash,Completed,ORD025211,Automated migration
2021-01-03,Oil Filter,Engine system,1,226.43,57.13,226.43,Wholesale Client,Cash,Completed,ORD000034,Automated migration
2021-01-03,Oil Filter,Engine system,3,243.63,55.18,730.89,Wholesale Client,Maya,Completed,ORD000061,Automated migration
2021-01-03,Shock Absorber,Suspension & traction,1,3445.72,100.29,3445.72,Retail Client,Bank Transfer,Completed,ORD013868,Automated migration
2021-01-03,Starter Motor,Electrical system,2,7036.75,547.27,14073.5,Retail Client,Maya,Completed,ORD023923,Automated migration
2021-01-03,Starter Motor,Electrical system,1,11038.56,516.1,11038.56,Wholesale Client,Cash,Completed,ORD023934,Automated migration
2021-01-03,Wheel Bearing,Drivetrain,2,2482.27,214.51,4964.54,Retail Client,Cash,Completed,ORD018356,Automated migration
2021-01-03,Wheel Bearing,Drivetrain,1,1615.44,63.54,1615.44,Wholesale Client,Cash,Completed,ORD018367,Automated migration
2021-01-03,Wheel Bearing,Drivetrain,4,2226.57,408.27,8906.28,Wholesale Client,Maya,Completed,ORD018376,Automated migration
2021-01-04,Air Filter,Engine system,1,249.44,36.14,249.44,Retail Client,Maya,Completed,ORD005194,Automated migration
2021-01-04,Brake Pads,Braking system,1,1452.98,93.12,1452.98,Retail Client,Maya,Completed,ORD008845,Automated migration
2021-01-04,Brake Pads,Braking system,1,1181.75,61.44,1181.75,Retail Client,GCash,Completed,ORD008857,Automated migration
2021-01-04,Brake Pads,Braking system,2,996.16,72.29,1992.32,Retail Client,Cash,Completed,ORD008868,Automated migration
2021-01-04,Brake Pads,Braking system,1,1150.05,76.56,1150.05,Wholesale Client,Bank Transfer,Completed,ORD008886,Automated migration
2021-01-04,Catalytic Converter,Exhaust system,2,13577.9,1081.34,27155.8,Retail Client,Maya,Completed,ORD025114,Automated migration
2021-01-04,Catalytic Converter,Exhaust system,1,23698.92,1217.74,23698.92,Retail Client,GCash,Completed,ORD025160,Automated migration
2021-01-04,Catalytic Converter,Exhaust system,1,13295.35,356.07,13295.35,Wholesale Client,Bank Transfer,Completed,ORD025181,Automated migration
2021-01-04,Catalytic Converter,Exhaust system,1,16491.9,426.41,16491.9,Retail Client,Check,Completed,ORD025183,Automated migration
2021-01-04,Catalytic Converter,Exhaust system,1,16574.2,535.06,16574.2,Wholesale Client,GCash,Completed,ORD025207,Automated migration
2021-01-04,Catalytic Converter,Exhaust system,1,23849.3,1119.75,23849.3,Retail Client,Cash,Completed,ORD025214,Automated migration
2021-01-04,Catalytic Converter,Exhaust system,3,20603.77,2143.84,61811.31,Retail Client,GCash,Completed,ORD025215,Automated migration
2021-01-04,Shock Absorber,Suspension & traction,1,3595.56,148.47,3595.56,Retail Client,Cash,Completed,ORD013873,Automated migration
2021-01-04,Shock Absorber,Suspension & traction,3,2500.43,319.46,7501.29,Retail Client,Check,Completed,ORD013877,Automated migration
2021-01-04,Shock Absorber,Suspension & traction,2,3047.35,191.75,6094.7,Wholesale Client,Bank Transfer,Completed,ORD013900,Automated migration
2021-01-04,Shock Absorber,Suspension & traction,3,2848.27,304.49,8544.81,Wholesale Client,GCash,Completed,ORD013924,Automated migration
2021-01-04,Wheel Bearing,Drivetrain,2,1662.0,123.12,3324.0,Wholesale Client,Check,Completed,ORD018379,Automated migration
2021-01-05,Air Filter,Engine system,3,334.69,90.2,1004.07,Retail Client,Check,Completed,ORD005175,Automated migration
2021-01-05,Air Filter,Engine system,1,268.47,51.51,268.47,Retail Client,Bank Transfer,Completed,ORD005218,Automated migration
2021-01-05,Brake Pads,Braking system,2,1170.39,130.08,2340.78,Retail Client,Maya,Completed,ORD008859,Automated migration
2021-01-05,Brake Pads,Braking system,1,1081.15,57.77,1081.15,Wholesale Client,GCash,Completed,ORD008882,Automated migration
2021-01-05,Brake Pads,Braking system,1,1004.4,64.61,1004.4,Wholesale Client,Cash,Completed,ORD008889,Automated migration
2021-01-05,Catalytic Converter,Exhaust system,1,13107.4,341.09,13107.4,Retail Client,Maya,Completed,ORD025084,Automated migration
2021-01-05,Catalytic Converter,Exhaust system,3,23840.87,3074.87,71522.61,Retail Client,Cash,Completed,ORD025141,Automated migration
2021-01-05,Catalytic Converter,Exhaust system,1,13321.55,543.94,13321.55,Wholesale Client,Bank Transfer,Completed,ORD025153,Automated migration
2021-01-05,Catalytic Converter,Exhaust system,1,20066.43,991.21,20066.43,Wholesale Client,Bank Transfer,Completed,ORD025157,Automated migration
2021-01-05,Catalytic Converter,Exhaust system,1,19859.13,550.87,19859.13,Retail Client,Check,Completed,ORD025168,Automated migration
2021-01-05,Catalytic Converter,Exhaust system,1,16305.08,721.31,16305.08,Wholesale Client,Bank Transfer,Completed,ORD025193,Automated migration
2021-01-05,Catalytic Converter,Exhaust system,1,12534.7,549.56,12534.7,Retail Client,Check,Completed,ORD025233,Automated migration
2021-01-05,Oil Filter,Engine system,1,156.11,47.19,156.11,Wholesale Client,Check,Completed,ORD000058,Automated migration
2021-01-05,Shock Absorber,Suspension & traction,2,3426.86,311.13,6853.72,Wholesale Client,Bank Transfer,Completed,ORD013874,Automated migration
2021-01-05,Wheel Bearing,Drivetrain,1,2721.99,173.05,2721.99,Retail Client,Maya,Completed,ORD018373,Automated migration
2021-01-06,Air Filter,Engine system,1,350.26,51.47,350.26,Wholesale Client,Check,Completed,ORD005177,Automated migration
2021-01-06,Air Filter,Engine system,3,244.68,66.21,734.04,Retail Client,Maya,Completed,ORD005190,Automated migration
2021-01-06,Air Filter,Engine system,1,250.07,38.19,250.07,Retail Client,Maya,Completed,ORD005233,Automated migration
2021-01-06,Brake Pads,Braking system,2,1059.91,118.63,2119.82,Retail Client,Check,Completed,ORD008853,Automated migration
2021-01-06,Brake Pads,Braking system,1,1273.6,73.84,1273.6,Retail Client,GCash,Completed,ORD008864,Automated migration
2021-01-06,Catalytic Converter,Exhaust system,1,22263.85,673.56,22263.85,Retail Client,GCash,Completed,ORD025085,Automated migration
2021-01-06,Catalytic Converter,Exhaust system,3,20368.45,1604.46,61105.35,Wholesale Client,Maya,Completed,ORD025099,Automated migration
2021-01-06,Catalytic Converter,Exhaust system,1,17371.51,437.42,17371.51,Wholesale Client,Cash,Completed,ORD025112,Automated migration
2021-01-06,Catalytic Converter,Exhaust system,1,20464.11,475.38,20464.11,Retail Client,Check,Completed,ORD025140,Automated migration
2021-01-06,Catalytic Converter,Exhaust system,2,12719.17,1131.49,25438.34,Retail Client,Cash,Completed,ORD025164,Automated migration
2021-01-06,Catalytic Converter,Exhaust system,1,15946.69,459.24,15946.69,Wholesale Client,GCash,Completed,ORD025219,Automated migration
2021-01-06,Catalytic Converter,Exhaust system,2,22044.49,946.17,44088.98,Wholesale Client,Maya,Completed,ORD025234,Automated migration
2021-01-06,Oil Filter,Engine system,1,144.96,47.29,144.96,Retail Client,Maya,Completed,ORD000005,Automated migration
2021-01-06,Oil Filter,Engine system,2,140.66,36.56,281.32,Wholesale Client,Maya,Completed,ORD000049,Automated migration
2021-01-06,Oil Filter,Engine system,1,205.9,27.47,205.9,Wholesale Client,Check,Completed,ORD000059,Automated migration
2021-01-06,Starter Motor,Electrical system,1,11344.19,270.57,11344.19,Wholesale Client,Maya,Completed,ORD023924,Automated migration
2021-01-06,Wheel Bearing,Drivetrain,2,1814.33,118.0,3628.66,Retail Client,Maya,Completed,ORD018365,Automated migration
2021-01-07,Air Filter,Engine system,1,305.38,60.22,305.38,Retail Client,GCash,Completed,ORD005229,Automated migration
2021-01-07,Brake Pads,Braking system,3,1486.88,144.46,4460.64,Retail Client,Cash,Completed,ORD008840,Automated migration
2021-01-07,Brake Pads,Braking system,1,962.49,74.28,962.49,Wholesale Client,Check,Completed,ORD008850,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,3,17014.9,1291.24,51044.7,Retail Client,Bank Transfer,Completed,ORD025087,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,2,16478.7,896.74,32957.4,Wholesale Client,Cash,Completed,ORD025104,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,3,22361.36,2158.36,67084.08,Wholesale Client,Bank Transfer,Completed,ORD025110,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,1,18350.21,469.29,18350.21,Wholesale Client,Cash,Completed,ORD025128,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,3,13084.32,1025.2,39252.96,Wholesale Client,GCash,Completed,ORD025131,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,2,19189.21,1213.56,38378.42,Retail Client,Cash,Completed,ORD025147,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,1,15496.44,510.07,15496.44,Wholesale Client,Cash,Completed,ORD025158,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,2,21950.41,1894.37,43900.82,Retail Client,Bank Transfer,Completed,ORD025200,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,1,18932.63,444.43,18932.63,Wholesale Client,Check,Completed,ORD025218,Automated migration
2021-01-07,Catalytic Converter,Exhaust system,1,15243.81,725.21,15243.81,Wholesale Client,GCash,Completed,ORD025220,Automated migration
2021-01-07,Oil Filter,Engine system,2,157.87,46.86,315.74,Wholesale Client,GCash,Completed,ORD000054,Automated migration
2021-01-07,Oil Filter,Engine system,3,223.33,73.34,669.99,Retail Client,Maya,Completed,ORD000057,Automated migration
2021-01-07,Shock Absorber,Suspension & traction,1,3844.38,158.39,3844.38,Wholesale Client,Cash,Completed,ORD013884,Automated migration
2021-01-07,Shock Absorber,Suspension & traction,2,3662.87,347.57,7325.74,Wholesale Client,Bank Transfer,Completed,ORD013901,Automated migration
2021-01-07,Shock Absorber,Suspension & traction,1,2653.85,102.95,2653.85,Retail Client,Maya,Completed,ORD013910,Automated migration
2021-01-07,Shock Absorber,Suspension & traction,1,2615.12,94.59,2615.12,Wholesale Client,Bank Transfer,Completed,ORD013914,Automated migration
2021-01-07,Shock Absorber,Suspension & traction,2,3363.5,170.28,6727.0,Retail Client,Check,Completed,ORD013919,Automated migration
2021-01-07,Starter Motor,Electrical system,1,11293.32,567.7,11293.32,Wholesale Client,GCash,Completed,ORD023932,Automated migration
2021-01-07,Starter Motor,Electrical system,1,8676.06,283.82,8676.06,Retail Client,Bank Transfer,Completed,ORD023939,Automated migration
2021-01-08,Air Filter,Engine system,1,286.84,61.92,286.84,Wholesale Client,Cash,Completed,ORD005180,Automated migration
2021-01-08,Air Filter,Engine system,1,349.83,39.55,349.83,Wholesale Client,Cash,Completed,ORD005184,Automated migration
2021-01-08,Air Filter,Engine system,1,335.65,51.42,335.65,Wholesale Client,GCash,Completed,ORD005189,Automated migration
2021-01-08,Air Filter,Engine system,1,271.03,53.86,271.03,Retail Client,Maya,Completed,ORD005204,Automated migration
2021-01-08,Air Filter,Engine system,1,255.67,43.11,255.67,Retail Client,Check,Completed,ORD005206,Automated migration
2021-01-08,Air Filter,Engine system,1,307.89,59.89,307.89,Wholesale Client,Check,Completed,ORD005230,Automated migration
2021-01-08,Brake Pads,Braking system,1,1256.28,106.64,1256.28,Wholesale Client,Check,Completed,ORD008839,Automated migration
2021-01-08,Brake Pads,Braking system,1,1577.59,104.1,1577.59,Wholesale Client,Check,Completed,ORD008844,Automated migration
2021-01-08,Brake Pads,Braking system,1,959.83,63.46,959.83,Wholesale Client,Bank Transfer,Completed,ORD008903,Automated migration
2021-01-08,Catalytic Converter,Exhaust system,2,22585.66,1500.09,45171.32,Wholesale Client,GCash,Completed,ORD025088,Automated migration
2021-01-08,Catalytic Converter,Exhaust system,1,21619.25,927.41,21619.25,Wholesale Client,Check,Completed,ORD025122,Automated migration
2021-01-08,Catalytic Converter,Exhaust system,2,16627.5,985.86,33255.0,Retail Client,Bank Transfer,Completed,ORD025125,Automated migration
2021-01-08,Catalytic Converter,Exhaust system,3,16477.92,2144.87,49433.76,Retail Client,Check,Completed,ORD025127,Automated migration
2021-01-08,Catalytic Converter,Exhaust system,2,18666.3,864.49,37332.6,Wholesale Client,Bank Transfer,Completed,ORD025156,Automated migration
2021-01-08,Catalytic Converter,Exhaust system,1,19468.0,716.65,19468.0,Retail Client,Maya,Completed,ORD025163,Automated migration
2021-01-08,Oil Filter,Engine system,2,148.86,35.41,297.72,Wholesale Client,Bank Transfer,Completed,ORD000013,Automated migration
2021-01-08,Wheel Bearing,Drivetrain,2,1811.3,151.58,3622.6,Retail Client,Cash,Completed,ORD018369,Automated migration
2021-01-08,Wheel Bearing,Drivetrain,1,2051.53,84.13,2051.53,Wholesale Client,Check,Completed,ORD018382,Automated migration
2021-01-09,Air Filter,Engine system,2,343.9,55.41,687.8,Wholesale Client,GCash,Completed,ORD005195,Automated migration
2021-01-09,Air Filter,Engine system,1,254.58,41.25,254.58,Retail Client,Cash,Completed,ORD005213,Automated migration
2021-01-09,Air Filter,Engine system,2,261.17,72.68,522.34,Wholesale Client,Bank Transfer,Completed,ORD005217,Automated migration
2021-01-09,Brake Pads,Braking system,1,1230.87,81.2,1230.87,Retail Client,Cash,Completed,ORD008873,Automated migration
2021-01-09,Brake Pads,Braking system,1,1021.98,75.9,1021.98,Retail Client,Bank Transfer,Completed,ORD008875,Automated migration
2021-01-09,Brake Pads,Braking system,1,1063.01,71.57,1063.01,Wholesale Client,GCash,Completed,ORD008893,Automated migration
2021-01-09,Catalytic Converter,Exhaust system,3,13809.86,1137.73,41429.58,Wholesale Client,GCash,Completed,ORD025115,Automated migration
2021-01-09,Catalytic Converter,Exhaust system,1,15502.85,568.13,15502.85,Wholesale Client,Cash,Completed,ORD025119,Automated migration
2021-01-09,Catalytic Converter,Exhaust system,1,21763.37,472.05,21763.37,Wholesale Client,Bank Transfer,Completed,ORD025170,Automated migration
2021-01-09,Oil Filter,Engine system,1,182.64,45.53,182.64,Wholesale Client,Bank Transfer,Completed,ORD000029,Automated migration
2021-01-09,Oil Filter,Engine system,2,140.85,52.69,281.7,Retail Client,Check,Completed,ORD000052,Automated migration
2021-01-09,Shock Absorber,Suspension & traction,2,3659.03,216.4,7318.06,Wholesale Client,Cash,Completed,ORD013870,Automated migration
2021-01-09,Shock Absorber,Suspension & traction,1,3257.37,143.88,3257.37,Wholesale Client,Maya,Completed,ORD013878,Automated migration
2021-01-09,Shock Absorber,Suspension & traction,2,2453.22,284.76,4906.44,Retail Client,Cash,Completed,ORD013890,Automated migration
2021-01-09,Shock Absorber,Suspension & traction,1,2408.83,139.99,2408.83,Wholesale Client,Maya,Completed,ORD013920,Automated migration
2021-01-09,Wheel Bearing,Drivetrain,1,2542.43,141.31,2542.43,Wholesale Client,Cash,Completed,ORD018347,Automated migration
2021-01-09,Wheel Bearing,Drivetrain,2,2122.81,210.81,4245.62,Retail Client,GCash,Completed,ORD018348,Automated migration
2021-01-09,Wheel Bearing,Drivetrain,2,1852.22,146.16,3704.44,Retail Client,Cash,Completed,ORD018357,Automated migration
2021-01-10,Air Filter,Engine system,1,293.9,54.06,293.9,Wholesale Client,Maya,Completed,ORD005207,Automated migration
2021-01-10,Air Filter,Engine system,2,228.03,42.5,456.06,Wholesale Client,Maya,Completed,ORD005221,Automated migration
2021-01-10,Brake Pads,Braking system,3,1131.36,153.73,3394.08,Wholesale Client,Bank Transfer,Completed,ORD008837,Automated migration
2021-01-10,Brake Pads,Braking system,1,1485.09,72.29,1485.09,Wholesale Client,GCash,Completed,ORD008843,Automated migration
2021-01-10,Brake Pads,Braking system,1,1327.21,82.39,1327.21,Retail Client,GCash,Completed,ORD008871,Automated migration
2021-01-10,Catalytic Converter,Exhaust system,1,21651.8,675.35,21651.8,Wholesale Client,Bank Transfer,Completed,ORD025108,Automated migration
2021-01-10,Catalytic Converter,Exhaust system,3,16104.11,1314.85,48312.33,Wholesale Client,GCash,Completed,ORD025129,Automated migration
2021-01-10,Catalytic Converter,Exhaust system,2,23642.12,1854.57,47284.24,Wholesale Client,Check,Completed,ORD025132,Automated migration
2021-01-10,Catalytic Converter,Exhaust system,2,13327.65,1031.09,26655.3,Retail Client,Check,Completed,ORD025138,Automated migration
2021-01-10,Catalytic Converter,Exhaust system,1,23457.3,818.8,23457.3,Wholesale Client,Bank Transfer,Completed,ORD025139,Automated migration
2021-01-10,Catalytic Converter,Exhaust system,1,21929.2,531.87,21929.2,Wholesale Client,Cash,Completed,ORD025169,Automated migration
2021-01-10,Catalytic Converter,Exhaust system,1,16840.04,762.8,16840.04,Wholesale Client,GCash,Completed,ORD025177,Automated migration
2021-01-10,Catalytic Converter,Exhaust system,3,22304.52,1737.17,66913.56,Wholesale Client,Bank Transfer,Completed,ORD025209,Automated migration
2021-01-10,Catalytic Converter,Exhaust system,1,12213.73,332.57,12213.73,Wholesale Client,Maya,Completed,ORD025236,Automated migration
2021-01-10,Oil Filter,Engine system,1,232.48,36.73,232.48,Wholesale Client,Maya,Completed,ORD000018,Automated migration
2021-01-10,Oil Filter,Engine system,2,157.6,49.87,315.2,Retail Client,Maya,Completed,ORD000046,Automated migration
2021-01-10,Oil Filter,Engine system,2,255.4,55.65,510.8,Wholesale Client,Check,Completed,ORD000062,Automated migration
2021-01-10,Wheel Bearing,Drivetrain,1,1673.06,87.96,1673.06,Wholesale Client,GCash,Completed,ORD018370,Automated migration
2021-01-10,Wheel Bearing,Drivetrain,1,2473.7,142.64,2473.7,Retail Client,GCash,Completed,ORD018374,Automated migration
2021-01-11,Air Filter,Engine system,2,245.42,46.13,490.84,Retail Client,Maya,Completed,ORD005202,Automated migration
2021-01-11,Air Filter,Engine system,3,246.2,45.6,738.6,Retail Client,Check,Completed,ORD005224,Automated migration
2021-01-11,Brake Pads,Braking system,2,1223.19,109.92,2446.38,Wholesale Client,Cash,Completed,ORD008831,Automated migration
2021-01-11,Brake Pads,Braking system,1,1193.78,93.51,1193.78,Retail Client,GCash,Completed,ORD008836,Automated migration
2021-01-11,Brake Pads,Braking system,1,1506.1,109.22,1506.1,Wholesale Client,Maya,Completed,ORD008838,Automated migration
2021-01-11,Brake Pads,Braking system,2,1163.05,121.79,2326.1,Wholesale Client,Bank Transfer,Completed,ORD008847,Automated migration
2021-01-11,Brake Pads,Braking system,1,1279.65,87.28,1279.65,Wholesale Client,Cash,Completed,ORD008877,Automated migration
2021-01-11,Brake Pads,Braking system,2,1194.71,126.95,2389.42,Wholesale Client,Maya,Completed,ORD008878,Automated migration
2021-01-11,Catalytic Converter,Exhaust system,2,19252.19,1646.35,38504.38,Wholesale Client,Check,Completed,ORD025101,Automated migration
2021-01-11,Catalytic Converter,Exhaust system,2,18087.95,1742.78,36175.9,Retail Client,GCash,Completed,ORD025143,Automated migration
2021-01-11,Catalytic Converter,Exhaust system,3,18965.13,2501.01,56895.39,Wholesale Client,Check,Completed,ORD025155,Automated migration
2021-01-11,Catalytic Converter,Exhaust system,3,19541.03,2811.88,58623.09,Retail Client,Check,Completed,ORD025166,Automated migration
2021-01-11,Catalytic Converter,Exhaust system,1,19495.13,664.58,19495.13,Wholesale Client,Bank Transfer,Completed,ORD025179,Automated migration
2021-01-11,Catalytic Converter,Exhaust system,2,17163.86,1642.6,34327.72,Retail Client,GCash,Completed,ORD025186,Automated migration
2021-01-11,Catalytic Converter,Exhaust system,1,18433.36,759.35,18433.36,Retail Client,Cash,Completed,ORD025192,Automated migration
2021-01-11,Catalytic Converter,Exhaust system,2,12547.45,1195.1,25094.9,Retail Client,Bank Transfer,Completed,ORD025195,Automated migration
2021-01-11,Catalytic Converter,Exhaust system,2,20941.55,907.41,41883.1,Retail Client,Maya,Completed,ORD025199,Automated migration
2021-01-11,Oil Filter,Engine system,2,157.62,35.57,315.24,Wholesale Client,Bank Transfer,Completed,ORD000048,Automated migration
2021-01-11,Oil Filter,Engine system,3,259.84,75.33,779.52,Retail Client,GCash,Completed,ORD000060,Automated migration
2021-01-11,Oil Filter,Engine system,3,251.69,39.2,755.07,Retail Client,Maya,Completed,ORD000071,Automated migration
2021-01-11,Oil Filter,Engine system,2,161.44,37.69,322.88,Wholesale Client,Maya,Completed,ORD000079,Automated migration
2021-01-11,Starter Motor,Electrical system,1,9230.21,449.5,9230.21,Retail Client,Check,Completed,ORD023935,Automated migration
2021-01-11,Wheel Bearing,Drivetrain,1,2618.67,115.75,2618.67,Wholesale Client,Bank Transfer,Completed,ORD018343,Automated migration
2021-01-11,Wheel Bearing,Drivetrain,1,2391.74,116.47,2391.74,Wholesale Client,GCash,Completed,ORD018387,Automated migration
2021-01-12,Air Filter,Engine system,2,283.81,47.78,567.62,Wholesale Client,Bank Transfer,Completed,ORD005183,Automated migration
2021-01-12,Air Filter,Engine system,2,264.7,60.2,529.4,Retail Client,Bank Transfer,Completed,ORD005215,Automated migration
