date,order_number,product_name,category,customer_type,quantity,unit_price,total_amount,payment_method
2020-09-23,ORD000069,Brake Pads,Braking system,Wholesale,34,32.34,1099.56,Credit card
2020-10-11,ORD000070,Brake Pads,Braking system,Wholesale,39,24.56,957.84,Credit card
2020-11-10,ORD000071,Brake Pads,Braking system,Retail,28,31.91,893.48,Cash
2020-12-26,ORD000072,Brake Pads,Braking system,Retail,34,24.21,823.14,Check
2021-01-08,ORD000073,Brake Pads,Braking system,Wholesale,32,20.58,658.56,Credit card
2021-02-20,ORD000074,Brake Pads,Braking system,Wholesale,35,33.02,1155.7,Credit card
2021-03-17,ORD000075,Brake Pads,Braking system,Wholesale,32,16.63,532.16,Credit card
2021-04-10,ORD000076,Brake Pads,Braking system,Retail,28,26.32,736.96,Check
2021-05-18,ORD000077,Brake Pads,Braking system,Retail,27,15.55,419.85,Check
2021-06-14,ORD000078,Brake Pads,Braking system,Retail,31,34.3,1063.3,Credit card
2021-07-04,ORD000079,Brake Pads,Braking system,Retail,35,20.34,711.9,Transfer
2021-08-03,ORD000080,Brake Pads,Braking system,Retail,30,16.61,498.3,Credit card
2021-09-28,ORD000081,Brake Pads,Braking system,Wholesale,26,12.17,316.42,Check
2021-10-29,ORD000082,Brake Pads,Braking system,Retail,38,13.51,513.38,Cash
2021-11-27,ORD000083,Brake Pads,Braking system,Retail,27,31.34,846.18,Cash
2021-12-17,ORD000084,Brake Pads,Braking system,Wholesale,32,32.19,1030.08,Cash
2022-01-16,ORD000085,Brake Pads,Braking system,Wholesale,26,12.46,323.96,Credit card
2022-02-05,ORD000086,Brake Pads,Braking system,Wholesale,30,14.33,429.9,Cash
2022-03-25,ORD000087,Brake Pads,Braking system,Retail,29,29.01,841.29,Cash
2022-04-10,ORD000088,Brake Pads,Braking system,Retail,27,22.57,609.39,Check
2022-05-15,ORD000089,Brake Pads,Braking system,Wholesale,25,31.02,775.5,Transfer
2022-06-08,ORD000090,Brake Pads,Braking system,Retail,30,33.11,993.3,Transfer
2022-07-01,ORD000091,Brake Pads,Braking system,Wholesale,34,22.04,749.36,Cash
2022-08-23,ORD000092,Brake Pads,Braking system,Wholesale,35,30.0,1050.0,Transfer
2022-09-19,ORD000093,Brake Pads,Braking system,Retail,35,19.89,696.15,Cash
2022-10-06,ORD000094,Brake Pads,Braking system,Wholesale,31,34.92,1082.52,Credit card
2022-11-01,ORD000095,Brake Pads,Braking system,Wholesale,28,34.06,953.68,Cash
2022-12-23,ORD000096,Brake Pads,Braking system,Wholesale,28,34.03,952.84,Transfer
2023-01-30,ORD000097,Brake Pads,Braking system,Wholesale,31,32.0,992.0,Credit card
2023-02-23,ORD000098,Brake Pads,Braking system,Retail,24,13.57,325.68,Cash
2023-03-22,ORD000099,Brake Pads,Braking system,Wholesale,28,26.84,751.52,Credit card
2023-04-05,ORD000100,Brake Pads,Braking system,Wholesale,33,21.83,720.39,Credit card
2023-05-27,ORD000101,Brake Pads,Braking system,Wholesale,32,29.79,953.28,Transfer
2023-06-24,ORD000102,Brake Pads,Braking system,Wholesale,31,26.47,820.57,Credit card
2023-07-10,ORD000103,Brake Pads,Braking system,Retail,25,20.62,515.5,Transfer
2023-08-30,ORD000104,Brake Pads,Braking system,Retail,26,32.15,835.9,Transfer
2023-09-20,ORD000105,Brake Pads,Braking system,Retail,32,18.94,606.08,Transfer
2023-10-12,ORD000106,Brake Pads,Braking system,Wholesale,31,31.9,988.9,Credit card
2023-11-12,ORD000107,Brake Pads,Braking system,Retail,32,24.65,788.8,Transfer
2023-12-26,ORD000108,Brake Pads,Braking system,Wholesale,31,21.73,673.63,Check
2024-01-20,ORD000109,Brake Pads,Braking system,Wholesale,26,20.67,537.42,Transfer
2024-02-17,ORD000110,Brake Pads,Braking system,Wholesale,32,28.29,905.28,Transfer
2024-03-31,ORD000111,Brake Pads,Braking system,Wholesale,30,14.93,447.9,Credit card
2024-04-02,ORD000112,Brake Pads,Braking system,Wholesale,25,30.8,770.0,Cash
2024-05-23,ORD000113,Brake Pads,Braking system,Wholesale,27,20.6,556.2,Check
2024-06-04,ORD000114,Brake Pads,Braking system,Wholesale,30,12.62,378.6,Credit card
2024-07-03,ORD000115,Brake Pads,Braking system,Wholesale,28,26.81,750.68,Check
2024-08-09,ORD000116,Brake Pads,Braking system,Wholesale,34,18.46,627.64,Check
2024-09-28,ORD000117,Brake Pads,Braking system,Wholesale,28,23.01,644.28,Cash
2024-10-22,ORD000118,Brake Pads,Braking system,Wholesale,27,25.01,675.27,Transfer
2024-11-21,ORD000119,Brake Pads,Braking system,Retail,26,29.75,773.5,Transfer
2024-12-26,ORD000120,Brake Pads,Braking system,Wholesale,31,25.51,790.81,Transfer
2020-01-04,ORD000121,Oil Filter,Engine system,Retail,35,10.68,373.8,Transfer
2020-02-15,ORD000122,Oil Filter,Engine system,Wholesale,31,18.85,584.35,Transfer
2020-03-05,ORD000123,Oil Filter,Engine system,Retail,46,18.82,865.72,Check
2020-04-25,ORD000124,Oil Filter,Engine system,Wholesale,34,16.05,545.7,Credit card
2020-05-25,ORD000125,Oil Filter,Engine system,Retail,65,13.56,881.4,Transfer
2020-06-09,ORD000126,Oil Filter,Engine system,Retail,44,14.7,646.8,Check
2020-07-08,ORD000127,Oil Filter,Engine system,Wholesale,51,19.23,980.73,Credit card
2020-08-10,ORD000128,Oil Filter,Engine system,Wholesale,53,8.12,430.36,Check
2020-09-06,ORD000129,Oil Filter,Engine system,Wholesale,42,14.84,623.28,Check
2020-10-22,ORD000130,Oil Filter,Engine system,Retail,42,12.86,540.12,Credit card
2020-11-08,ORD000131,Oil Filter,Engine system,Retail,47,19.52,917.44,Check
2020-12-16,ORD000132,Oil Filter,Engine system,Wholesale,48,10.64,510.72,Cash
2021-01-28,ORD000133,Oil Filter,Engine system,Retail,47,10.83,509.01,Cash
2021-02-20,ORD000134,Oil Filter,Engine system,Wholesale,58,18.0,1044.0,Check
2021-03-11,ORD000135,Oil Filter,Engine system,Wholesale,55,12.96,712.8,Credit card
2021-04-08,ORD000136,Oil Filter,Engine system,Retail,43,11.72,503.96,Transfer
2021-05-09,ORD000137,Oil Filter,Engine system,Retail,43,18.71,804.53,Cash
2021-06-20,ORD000138,Oil Filter,Engine system,Wholesale,42,9.08,381.36,Check
2021-07-16,ORD000139,Oil Filter,Engine system,Wholesale,47,9.99,469.53,Cash
2021-08-03,ORD000140,Oil Filter,Engine system,Retail,44,10.23,450.12,Check
2021-09-16,ORD000141,Oil Filter,Engine system,Wholesale,41,18.6,762.6,Transfer
2021-10-30,ORD000142,Oil Filter,Engine system,Retail,58,13.2,765.6,Credit card
2021-11-11,ORD000143,Oil Filter,Engine system,Retail,52,13.53,703.56,Check
2021-12-22,ORD000144,Oil Filter,Engine system,Wholesale,46,13.81,635.26,Check
2022-01-30,ORD000145,Oil Filter,Engine system,Retail,24,14.03,336.72,Transfer
2022-02-02,ORD000146,Oil Filter,Engine system,Wholesale,69,19.62,1353.78,Cash
2022-03-05,ORD000147,Oil Filter,Engine system,Retail,47,9.5,446.5,Transfer
2022-04-15,ORD000148,Oil Filter,Engine system,Wholesale,46,15.82,727.72,Cash
2022-05-28,ORD000149,Oil Filter,Engine system,Retail,42,15.35,644.7,Check
2022-06-09,ORD000150,Oil Filter,Engine system,Retail,56,8.14,455.84,Credit card
2022-07-18,ORD000151,Oil Filter,Engine system,Retail,52,8.38,435.76,Cash
2022-08-04,ORD000152,Oil Filter,Engine system,Wholesale,35,19.7,689.5,Cash
2022-09-03,ORD000153,Oil Filter,Engine system,Retail,38,14.08,535.04,Credit card
2022-10-14,ORD000154,Oil Filter,Engine system,Wholesale,44,12.62,555.28,Credit card
2022-11-22,ORD000155,Oil Filter,Engine system,Retail,48,12.94,621.12,Credit card
2022-12-31,ORD000156,Oil Filter,Engine system,Wholesale,48,14.72,706.56,Check
2023-01-18,ORD000157,Oil Filter,Engine system,Retail,36,11.53,415.08,Check
2023-02-03,ORD000158,Oil Filter,Engine system,Wholesale,34,16.71,568.14,Transfer
2023-03-09,ORD000159,Oil Filter,Engine system,Wholesale,36,11.82,425.52,Check
2023-04-13,ORD000160,Oil Filter,Engine system,Wholesale,49,10.88,533.12,Transfer
2023-05-22,ORD000161,Oil Filter,Engine system,Retail,48,16.71,802.08,Transfer
2023-06-19,ORD000162,Oil Filter,Engine system,Retail,39,14.36,560.04,Check
2023-07-02,ORD000163,Oil Filter,Engine system,Retail,38,18.57,705.66,Check
2023-08-06,ORD000164,Oil Filter,Engine system,Wholesale,41,14.55,596.55,Check
2023-09-11,ORD000165,Oil Filter,Engine system,Wholesale,58,19.4,1125.2,Transfer
2023-10-16,ORD000166,Oil Filter,Engine system,Retail,66,18.46,1218.36,Credit card
2023-11-04,ORD000167,Oil Filter,Engine system,Wholesale,66,19.35,1277.1,Cash
2023-12-08,ORD000168,Oil Filter,Engine system,Retail,40,11.45,458.0,Check
2024-01-26,ORD000169,Oil Filter,Engine system,Wholesale,52,9.11,473.72,Check
2024-02-27,ORD000170,Oil Filter,Engine system,Retail,44,18.39,809.16,Transfer
2024-03-30,ORD000171,Oil Filter,Engine system,Wholesale,34,19.01,646.34,Transfer
2024-04-11,ORD000172,Oil Filter,Engine system,Retail,45,18.01,810.45,Check
2024-05-01,ORD000173,Oil Filter,Engine system,Wholesale,45,18.37,826.65,Check
2024-06-15,ORD000174,Oil Filter,Engine system,Wholesale,43,17.87,768.41,Transfer
2024-07-03,ORD000175,Oil Filter,Engine system,Wholesale,52,9.6,499.2,Cash
2024-08-20,ORD000176,Oil Filter,Engine system,Wholesale,37,14.97,553.89,Transfer
2024-09-27,ORD000177,Oil Filter,Engine system,Retail,43,10.58,454.94,Check
2024-10-12,ORD000178,Oil Filter,Engine system,Wholesale,47,12.4,582.8,Credit card
2024-11-06,ORD000179,Oil Filter,Engine system,Wholesale,37,15.13,559.81,Transfer
2024-12-19,ORD000180,Oil Filter,Engine system,Retail,51,10.68,544.68,Check
2020-01-24,ORD000181,Air Filter,Engine system,Retail,99,20.56,2035.44,Check
2020-02-11,ORD000182,Air Filter,Engine system,Retail,82,19.33,1585.06,Transfer
2020-03-18,ORD000183,Air Filter,Engine system,Retail,93,11.43,1062.99,Cash
2020-04-23,ORD000184,Air Filter,Engine system,Wholesale,126,12.68,1597.68,Check
2020-05-10,ORD000185,Air Filter,Engine system,Wholesale,59,17.83,1051.97,Cash
2020-06-16,ORD000186,Air Filter,Engine system,Retail,105,21.39,2245.95,Credit card
2020-07-27,ORD000187,Air Filter,Engine system,Wholesale,94,12.99,1221.06,Check
2020-08-04,ORD000188,Air Filter,Engine system,Wholesale,65,12.99,844.35,Transfer
2020-09-06,ORD000189,Air Filter,Engine system,Retail,97,20.68,2005.96,Cash
2020-10-26,ORD000190,Air Filter,Engine system,Wholesale,74,16.75,1239.5,Transfer
2020-11-01,ORD000191,Air Filter,Engine system,Wholesale,81,18.84,1526.04,Credit card
2020-12-21,ORD000192,Air Filter,Engine system,Retail,85,17.91,1522.35,Cash
2021-01-27,ORD000193,Air Filter,Engine system,Retail,102,12.83,1308.66,Credit card
2021-02-09,ORD000194,Air Filter,Engine system,Retail,74,12.81,947.94,Check
2021-03-04,ORD000195,Air Filter,Engine system,Retail,73,21.6,1576.8,Check
2021-04-24,ORD000196,Air Filter,Engine system,Retail,69,20.42,1408.98,Transfer
2021-05-12,ORD000197,Air Filter,Engine system,Retail,110,14.32,1575.2,Credit card
2021-06-02,ORD000198,Air Filter,Engine system,Retail,71,15.33,1088.43,Cash
2021-07-07,ORD000199,Air Filter,Engine system,Retail,66,15.5,1023.0,Credit card
2021-08-31,ORD000200,Air Filter,Engine system,Retail,121,20.09,2430.89,Credit card
2021-09-17,ORD000201,Air Filter,Engine system,Retail,79,10.74,848.46,Check
2021-10-02,ORD000202,Air Filter,Engine system,Wholesale,100,19.53,1953.0,Credit card
2021-11-01,ORD000203,Air Filter,Engine system,Retail,86,11.23,965.78,Check
2021-12-15,ORD000204,Air Filter,Engine system,Wholesale,75,11.9,892.5,Credit card
2022-01-30,ORD000205,Air Filter,Engine system,Retail,54,11.93,644.22,Transfer
2022-02-16,ORD000206,Air Filter,Engine system,Wholesale,76,21.3,1618.8,Transfer
2022-03-04,ORD000207,Air Filter,Engine system,Wholesale,98,12.84,1258.32,Check
2022-04-26,ORD000208,Air Filter,Engine system,Wholesale,79,15.76,1245.04,Cash
2022-05-23,ORD000209,Air Filter,Engine system,Retail,41,10.9,446.9,Cash
2022-06-15,ORD000210,Air Filter,Engine system,Wholesale,93,19.37,1801.41,Credit card
2022-07-06,ORD000211,Air Filter,Engine system,Wholesale,98,10.28,1007.44,Transfer
2022-08-25,ORD000212,Air Filter,Engine system,Wholesale,62,14.17,878.54,Transfer
2022-09-07,ORD000213,Air Filter,Engine system,Wholesale,61,21.03,1282.83,Cash
2022-10-19,ORD000214,Air Filter,Engine system,Retail,95,11.52,1094.4,Cash
2022-11-20,ORD000215,Air Filter,Engine system,Retail,76,21.55,1637.8,Transfer
2022-12-15,ORD000216,Air Filter,Engine system,Wholesale,97,11.29,1095.13,Cash
2023-01-09,ORD000217,Air Filter,Engine system,Retail,120,16.25,1950.0,Credit card
2023-02-25,ORD000218,Air Filter,Engine system,Retail,81,10.37,839.97,Cash
2023-03-22,ORD000219,Air Filter,Engine system,Retail,84,11.16,937.44,Cash
2023-04-27,ORD000220,Air Filter,Engine system,Wholesale,118,15.54,1833.72,Cash
2023-05-23,ORD000221,Air Filter,Engine system,Wholesale,74,14.75,1091.5,Transfer
2023-06-05,ORD000222,Air Filter,Engine system,Wholesale,94,16.45,1546.3,Cash
2023-07-19,ORD000223,Air Filter,Engine system,Retail,82,16.23,1330.86,Cash
2023-08-06,ORD000224,Air Filter,Engine system,Wholesale,79,20.01,1580.79,Cash
2023-09-16,ORD000225,Air Filter,Engine system,Wholesale,94,15.37,1444.78,Transfer
2023-10-23,ORD000226,Air Filter,Engine system,Wholesale,102,18.83,1920.66,Cash
2023-11-18,ORD000227,Air Filter,Engine system,Wholesale,81,20.29,1643.49,Transfer
2023-12-15,ORD000228,Air Filter,Engine system,Wholesale,71,18.44,1309.24,Credit card
2024-01-26,ORD000229,Air Filter,Engine system,Retail,85,15.59,1325.15,Check
2024-02-25,ORD000230,Air Filter,Engine system,Wholesale,97,19.67,1907.99,Credit card
2024-03-24,ORD000231,Air Filter,Engine system,Retail,73,16.05,1171.65,Check
2024-04-26,ORD000232,Air Filter,Engine system,Wholesale,75,11.21,840.75,Check
2024-05-23,ORD000233,Air Filter,Engine system,Wholesale,67,21.58,1445.86,Cash
2024-06-01,ORD000234,Air Filter,Engine system,Wholesale,105,14.81,1555.05,Check
2024-07-07,ORD000235,Air Filter,Engine system,Wholesale,87,10.46,910.02,Credit card
2024-08-11,ORD000236,Air Filter,Engine system,Wholesale,61,18.4,1122.4,Credit card
2024-09-07,ORD000237,Air Filter,Engine system,Wholesale,66,17.73,1170.18,Transfer
2024-10-30,ORD000238,Air Filter,Engine system,Retail,90,12.79,1151.1,Transfer
2024-11-24,ORD000239,Air Filter,Engine system,Retail,113,12.34,1394.42,Credit card
2024-12-27,ORD000240,Air Filter,Engine system,Wholesale,80,21.61,1728.8,Transfer
2020-01-11,ORD000241,Shock Absorbers,Suspension & traction,Retail,80,49.38,3950.4,Check
2020-02-29,ORD000242,Shock Absorbers,Suspension & traction,Wholesale,66,46.39,3061.74,Cash
2020-03-07,ORD000243,Shock Absorbers,Suspension & traction,Retail,51,62.35,3179.85,Check
2020-04-18,ORD000244,Shock Absorbers,Suspension & traction,Wholesale,93,42.38,3941.34,Credit card
2020-05-18,ORD000245,Shock Absorbers,Suspension & traction,Wholesale,89,54.7,4868.3,Credit card
2020-06-06,ORD000246,Shock Absorbers,Suspension & traction,Retail,99,56.05,5548.95,Credit card
2020-07-22,ORD000247,Shock Absorbers,Suspension & traction,Retail,102,66.61,6794.22,Credit card
2020-08-14,ORD000248,Shock Absorbers,Suspension & traction,Wholesale,83,39.28,3260.24,Credit card
2020-09-18,ORD000249,Shock Absorbers,Suspension & traction,Retail,88,32.15,2829.2,Credit card
2020-10-24,ORD000250,Shock Absorbers,Suspension & traction,Wholesale,42,44.73,1878.66,Cash
2020-11-03,ORD000251,Shock Absorbers,Suspension & traction,Wholesale,66,66.23,4371.18,Credit card
2020-12-10,ORD000252,Shock Absorbers,Suspension & traction,Wholesale,75,69.29,5196.75,Transfer
2021-01-30,ORD000253,Shock Absorbers,Suspension & traction,Wholesale,77,55.94,4307.38,Cash
2021-02-21,ORD000254,Shock Absorbers,Suspension & traction,Wholesale,51,67.08,3421.08,Transfer
2021-03-09,ORD000255,Shock Absorbers,Suspension & traction,Wholesale,81,63.29,5126.49,Check
2021-04-10,ORD000256,Shock Absorbers,Suspension & traction,Retail,28,55.38,1550.64,Check
2021-05-06,ORD000257,Shock Absorbers,Suspension & traction,Wholesale,55,44.98,2473.9,Transfer
2021-06-19,ORD000258,Shock Absorbers,Suspension & traction,Wholesale,73,48.59,3547.07,Transfer
2021-07-22,ORD000259,Shock Absorbers,Suspension & traction,Retail,70,56.81,3976.7,Credit card
2021-08-11,ORD000260,Shock Absorbers,Suspension & traction,Wholesale,73,43.26,3157.98,Cash
2021-09-29,ORD000261,Shock Absorbers,Suspension & traction,Retail,63,55.0,3465.0,Transfer
2021-10-08,ORD000262,Shock Absorbers,Suspension & traction,Retail,51,38.0,1938.0,Cash
2021-11-17,ORD000263,Shock Absorbers,Suspension & traction,Retail,70,35.3,2471.0,Credit card
2021-12-21,ORD000264,Shock Absorbers,Suspension & traction,Wholesale,74,61.65,4562.1,Credit card
2022-01-09,ORD000265,Shock Absorbers,Suspension & traction,Wholesale,84,50.64,4253.76,Credit card
2022-02-17,ORD000266,Shock Absorbers,Suspension & traction,Retail,87,43.61,3794.07,Check
2022-03-09,ORD000267,Shock Absorbers,Suspension & traction,Retail,76,49.71,3777.96,Check
2022-04-19,ORD000268,Shock Absorbers,Suspension & traction,Wholesale,105,42.01,4411.05,Cash
2022-05-13,ORD000269,Shock Absorbers,Suspension & traction,Wholesale,80,53.91,4312.8,Credit card
2022-06-08,ORD000270,Shock Absorbers,Suspension & traction,Retail,80,55.3,4424.0,Credit card
2022-07-15,ORD000271,Shock Absorbers,Suspension & traction,Retail,60,67.61,4056.6,Credit card
2022-08-25,ORD000272,Shock Absorbers,Suspension & traction,Retail,78,44.14,3442.92,Check
2022-09-09,ORD000273,Shock Absorbers,Suspension & traction,Retail,74,39.47,2920.78,Cash
2022-10-20,ORD000274,Shock Absorbers,Suspension & traction,Retail,69,33.71,2325.99,Cash
2022-11-04,ORD000275,Shock Absorbers,Suspension & traction,Retail,48,58.97,2830.56,Credit card
2022-12-11,ORD000276,Shock Absorbers,Suspension & traction,Retail,69,51.88,3579.72,Credit card
2023-01-09,ORD000277,Shock Absorbers,Suspension & traction,Wholesale,65,66.1,4296.5,Check
2023-02-10,ORD000278,Shock Absorbers,Suspension & traction,Wholesale,73,66.71,4869.83,Transfer
2023-03-24,ORD000279,Shock Absorbers,Suspension & traction,Wholesale,56,67.56,3783.36,Credit card
2023-04-13,ORD000280,Shock Absorbers,Suspension & traction,Retail,40,30.61,1224.4,Check
2023-05-05,ORD000281,Shock Absorbers,Suspension & traction,Retail,75,56.14,4210.5,Check
2023-06-07,ORD000282,Shock Absorbers,Suspension & traction,Retail,104,69.02,7178.08,Check
2023-07-31,ORD000283,Shock Absorbers,Suspension & traction,Retail,48,37.41,1795.68,Credit card
2023-08-06,ORD000284,Shock Absorbers,Suspension & traction,Retail,60,63.65,3819.0,Cash
2023-09-29,ORD000285,Shock Absorbers,Suspension & traction,Retail,61,64.97,3963.17,Transfer
2023-10-30,ORD000286,Shock Absorbers,Suspension & traction,Retail,93,65.66,6106.38,Transfer
2023-11-25,ORD000287,Shock Absorbers,Suspension & traction,Wholesale,84,32.61,2739.24,Credit card
2023-12-07,ORD000288,Shock Absorbers,Suspension & traction,Wholesale,71,56.76,4029.96,Transfer
2024-01-02,ORD000289,Shock Absorbers,Suspension & traction,Retail,61,43.5,2653.5,Credit card
2024-02-05,ORD000290,Shock Absorbers,Suspension & traction,Retail,57,32.51,1853.07,Check
2024-03-23,ORD000291,Shock Absorbers,Suspension & traction,Wholesale,105,62.76,6589.8,Credit card
2024-04-16,ORD000292,Shock Absorbers,Suspension & traction,Retail,83,35.34,2933.22,Cash
2024-05-18,ORD000293,Shock Absorbers,Suspension & traction,Retail,55,31.8,1749.0,Transfer
2024-06-05,ORD000294,Shock Absorbers,Suspension & traction,Retail,93,57.65,5361.45,Check
2024-07-15,ORD000295,Shock Absorbers,Suspension & traction,Retail,92,62.65,5763.8,Check
2024-08-27,ORD000296,Shock Absorbers,Suspension & traction,Wholesale,60,55.62,3337.2,Cash
2024-09-17,ORD000297,Shock Absorbers,Suspension & traction,Retail,85,57.73,4907.05,Cash
2024-10-07,ORD000298,Shock Absorbers,Suspension & traction,Retail,60,53.91,3234.6,Credit card
2024-11-11,ORD000299,Shock Absorbers,Suspension & traction,Wholesale,60,47.03,2821.8,Cash
2024-12-26,ORD000300,Shock Absorbers,Suspension & traction,Retail,87,67.82,5900.34,Check
2020-01-08,ORD000301,Brake Fluid,Braking system,Wholesale,25,10.14,253.5,Transfer
2020-02-15,ORD000302,Brake Fluid,Braking system,Wholesale,47,14.44,678.68,Credit card
