reportDate,productName,category,quantity,unitPrice,otherExpenses,totalAmount,customerName,paymentMethod,status,orderNumber,notes
2023-01-03,Brake Pads,Braking system,1,1310.19,83.09,1310.19,Retail Client,Bank Transfer,Completed,ORD930118,Automated migration
2023-01-03,Oil Filter,Engine system,0,198.01,0.0,0.0,Wholesale Client,Maya,Completed,ORD930306,Automated migration
2023-01-03,Oil Filter,Engine system,1,146.77,7.1,146.77,Retail Client,Maya,Completed,ORD930307,Automated migration
2023-01-03,Oil Filter,Engine system,0,167.29,0.0,0.0,Wholesale Client,Maya,Completed,ORD930308,Automated migration
2023-01-03,Oil Filter,Engine system,1,239.66,10.58,239.66,Wholesale Client,Check,Completed,ORD930309,Automated migration
2023-01-03,Oil Filter,Engine system,1,240.91,13.66,240.91,Retail Client,Bank Transfer,Completed,ORD930310,Automated migration
2023-01-03,Shock Absorber,Suspension & traction,0,2488.29,0.0,0.0,Wholesale Client,Cash,Completed,ORD930410,Automated migration
2023-01-03,Wheel Bearing,Drivetrain,0,2522.38,0.0,0.0,Retail Client,Check,Completed,ORD930500,Automated migration
2023-01-03,Wheel Bearing,Drivetrain,0,1707.52,0.0,0.0,Wholesale Client,GCash,Completed,ORD930501,Automated migration
2023-01-03,Wheel Bearing,Drivetrain,1,1766.35,120.58,1766.35,Retail Client,Maya,Completed,ORD930502,Automated migration
2023-01-04,Air Filter,Engine system,1,251.91,12.05,251.91,Wholesale Client,GCash,Completed,ORD930010,Automated migration
2023-01-04,Battery,Electrical system,0,6139.25,0.0,0.0,Retail Client,Check,Completed,ORD930099,Automated migration
2023-01-04,Battery,Electrical system,0,4361.51,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930100,Automated migration
2023-01-04,Brake Pads,Braking system,0,1558.96,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930119,Automated migration
2023-01-04,Brake Pads,Braking system,1,1181.03,106.0,1181.03,Wholesale Client,Maya,Completed,ORD930120,Automated migration
2023-01-04,Catalytic Converter,Exhaust system,1,17946.72,640.89,17946.72,Wholesale Client,Maya,Completed,ORD930205,Automated migration
2023-01-04,Catalytic Converter,Exhaust system,1,20088.36,1105.46,20088.36,Retail Client,Maya,Completed,ORD930206,Automated migration
2023-01-04,Oil Filter,Engine system,0,197.73,0.0,0.0,Wholesale Client,Cash,Completed,ORD930311,Automated migration
2023-01-04,Oil Filter,Engine system,1,253.18,12.21,253.18,Retail Client,Cash,Completed,ORD930312,Automated migration
2023-01-04,Oil Filter,Engine system,0,259.96,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930313,Automated migration
2023-01-04,Shock Absorber,Suspension & traction,1,4017.94,312.27,4017.94,Retail Client,GCash,Completed,ORD930411,Automated migration
2023-01-04,Shock Absorber,Suspension & traction,1,3470.77,268.33,3470.77,Wholesale Client,Maya,Completed,ORD930412,Automated migration
2023-01-04,Starter Motor,Electrical system,0,7296.81,0.0,0.0,Retail Client,Cash,Completed,ORD930479,Automated migration
2023-01-04,Wheel Bearing,Drivetrain,1,2550.78,223.21,2550.78,Retail Client,Maya,Completed,ORD930503,Automated migration
2023-01-04,Wheel Bearing,Drivetrain,1,2259.14,204.12,2259.14,Wholesale Client,Bank Transfer,Completed,ORD930504,Automated migration
2023-01-05,Air Filter,Engine system,0,300.21,0.0,0.0,Retail Client,Cash,Completed,ORD930011,Automated migration
2023-01-05,Air Filter,Engine system,0,247.67,0.0,0.0,Wholesale Client,GCash,Completed,ORD930012,Automated migration
2023-01-05,Air Filter,Engine system,1,330.38,26.07,330.38,Retail Client,Check,Completed,ORD930013,Automated migration
2023-01-05,Battery,Electrical system,0,4884.52,0.0,0.0,Wholesale Client,Check,Completed,ORD930101,Automated migration
2023-01-05,Brake Pads,Braking system,1,1217.41,52.83,1217.41,Wholesale Client,Cash,Completed,ORD930121,Automated migration
2023-01-05,ECU Module,Electrical system,0,16786.8,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD930236,Automated migration
2023-01-05,ECU Module,Electrical system,0,22648.45,0.0,0.0,Retail Client,Cash,Completed,ORD930237,Automated migration
2023-01-05,Oil Filter,Engine system,1,157.39,11.39,157.39,Wholesale Client,Cash,Completed,ORD930314,Automated migration
2023-01-05,Oil Filter,Engine system,1,152.96,7.67,152.96,Retail Client,Cash,Completed,ORD930315,Automated migration
2023-01-05,Oil Filter,Engine system,1,210.68,11.6,210.68,Retail Client,Check,Completed,ORD930316,Automated migration
2023-01-05,Oil Filter,Engine system,1,223.78,12.43,223.78,Wholesale Client,Cash,Completed,ORD930317,Automated migration
2023-01-05,Oil Filter,Engine system,0,151.15,0.0,0.0,Wholesale Client,Maya,Completed,ORD930318,Automated migration
2023-01-05,Oil Filter,Engine system,1,253.77,21.6,253.77,Retail Client,Cash,Completed,ORD930319,Automated migration
2023-01-05,Shock Absorber,Suspension & traction,1,3877.7,189.54,3877.7,Wholesale Client,GCash,Completed,ORD930413,Automated migration
2023-01-05,Shock Absorber,Suspension & traction,1,2461.52,90.3,2461.52,Retail Client,Cash,Completed,ORD930414,Automated migration
2023-01-05,Shock Absorber,Suspension & traction,1,2400.58,195.81,2400.58,Wholesale Client,GCash,Completed,ORD930415,Automated migration
2023-01-05,Shock Absorber,Suspension & traction,1,3848.35,152.15,3848.35,Wholesale Client,Maya,Completed,ORD930416,Automated migration
2023-01-05,Shock Absorber,Suspension & traction,1,3848.17,365.27,3848.17,Wholesale Client,Bank Transfer,Completed,ORD930417,Automated migration
2023-01-05,Shock Absorber,Suspension & traction,1,3507.99,206.23,3507.99,Wholesale Client,Maya,Completed,ORD930418,Automated migration
2023-01-05,Starter Motor,Electrical system,0,10836.16,0.0,0.0,Wholesale Client,Check,Completed,ORD930480,Automated migration
2023-01-05,Starter Motor,Electrical system,0,9934.1,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930481,Automated migration
2023-01-05,Wheel Bearing,Drivetrain,1,2290.78,161.69,2290.78,Wholesale Client,Check,Completed,ORD930505,Automated migration
2023-01-06,Air Filter,Engine system,1,344.83,20.84,344.83,Retail Client,Check,Completed,ORD930014,Automated migration
2023-01-06,Air Filter,Engine system,1,352.7,20.53,352.7,Retail Client,Bank Transfer,Completed,ORD930015,Automated migration
2023-01-06,Air Filter,Engine system,0,248.66,0.0,0.0,Wholesale Client,Maya,Completed,ORD930016,Automated migration
2023-01-06,Brake Pads,Braking system,0,1508.35,0.0,0.0,Retail Client,Maya,Completed,ORD930122,Automated migration
2023-01-06,Brake Pads,Braking system,0,1464.52,0.0,0.0,Wholesale Client,Maya,Completed,ORD930123,Automated migration
2023-01-06,Brake Pads,Braking system,0,1279.38,0.0,0.0,Wholesale Client,Check,Completed,ORD930124,Automated migration
2023-01-06,Catalytic Converter,Exhaust system,1,17999.88,1707.74,17999.88,Wholesale Client,Cash,Completed,ORD930207,Automated migration
2023-01-06,Catalytic Converter,Exhaust system,1,14831.89,1330.3,14831.89,Wholesale Client,Check,Completed,ORD930208,Automated migration
2023-01-06,ECU Module,Electrical system,0,16936.95,0.0,0.0,Wholesale Client,Check,Completed,ORD930238,Automated migration
2023-01-06,ECU Module,Electrical system,0,27993.6,0.0,0.0,Wholesale Client,GCash,Completed,ORD930239,Automated migration
2023-01-06,Oil Filter,Engine system,1,198.12,18.73,198.12,Wholesale Client,Maya,Completed,ORD930320,Automated migration
2023-01-06,Oil Filter,Engine system,0,145.97,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD930321,Automated migration
2023-01-06,Oil Filter,Engine system,1,235.06,18.83,235.06,Wholesale Client,Check,Completed,ORD930322,Automated migration
2023-01-06,Shock Absorber,Suspension & traction,1,4104.38,308.53,4104.38,Wholesale Client,Bank Transfer,Completed,ORD930419,Automated migration
2023-01-06,Shock Absorber,Suspension & traction,0,2974.34,0.0,0.0,Wholesale Client,Maya,Completed,ORD930420,Automated migration
2023-01-06,Wheel Bearing,Drivetrain,1,1950.35,169.19,1950.35,Retail Client,Maya,Completed,ORD930506,Automated migration
2023-01-07,Air Filter,Engine system,1,320.08,15.29,320.08,Wholesale Client,Maya,Completed,ORD930017,Automated migration
2023-01-07,Alternator,Electrical system,1,7064.69,609.33,7064.69,Wholesale Client,Check,Completed,ORD930066,Automated migration
2023-01-07,Battery,Electrical system,0,5603.91,0.0,0.0,Retail Client,Cash,Completed,ORD930102,Automated migration
2023-01-07,Battery,Electrical system,0,7185.64,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD930103,Automated migration
2023-01-07,Brake Pads,Braking system,0,1336.48,0.0,0.0,Retail Client,Check,Completed,ORD930125,Automated migration
2023-01-07,ECU Module,Electrical system,0,16907.2,0.0,0.0,Retail Client,Check,Completed,ORD930240,Automated migration
2023-01-07,ECU Module,Electrical system,0,15909.98,0.0,0.0,Retail Client,Cash,Completed,ORD930241,Automated migration
2023-01-07,Shock Absorber,Suspension & traction,1,3697.31,209.26,3697.31,Retail Client,Cash,Completed,ORD930421,Automated migration
2023-01-07,Starter Motor,Electrical system,0,7211.74,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930482,Automated migration
2023-01-07,Starter Motor,Electrical system,0,9830.72,0.0,0.0,Retail Client,Maya,Completed,ORD930483,Automated migration
2023-01-07,Wheel Bearing,Drivetrain,1,1630.93,132.77,1630.93,Retail Client,GCash,Completed,ORD930507,Automated migration
2023-01-07,Wheel Bearing,Drivetrain,0,2733.0,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930508,Automated migration
2023-01-07,Wheel Bearing,Drivetrain,1,2416.25,182.36,2416.25,Retail Client,Cash,Completed,ORD930509,Automated migration
2023-01-07,Wheel Bearing,Drivetrain,1,2292.35,197.26,2292.35,Retail Client,Maya,Completed,ORD930510,Automated migration
2023-01-08,Air Filter,Engine system,1,350.09,15.2,350.09,Retail Client,Check,Completed,ORD930018,Automated migration
2023-01-08,Air Filter,Engine system,0,342.89,0.0,0.0,Retail Client,Check,Completed,ORD930019,Automated migration
2023-01-08,Alternator,Electrical system,1,11442.82,749.29,11442.82,Wholesale Client,Check,Completed,ORD930067,Automated migration
2023-01-08,Brake Pads,Braking system,0,1237.46,0.0,0.0,Wholesale Client,Check,Completed,ORD930126,Automated migration
2023-01-08,Brake Pads,Braking system,0,1346.77,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930127,Automated migration
2023-01-08,Catalytic Converter,Exhaust system,1,17063.88,890.15,17063.88,Retail Client,Maya,Completed,ORD930209,Automated migration
2023-01-08,ECU Module,Electrical system,0,27357.89,0.0,0.0,Wholesale Client,Check,Completed,ORD930242,Automated migration
2023-01-08,Oil Filter,Engine system,1,156.16,6.97,156.16,Wholesale Client,Bank Transfer,Completed,ORD930323,Automated migration
2023-01-08,Oil Filter,Engine system,1,149.64,5.63,149.64,Retail Client,GCash,Completed,ORD930324,Automated migration
2023-01-08,Oil Filter,Engine system,0,151.77,0.0,0.0,Wholesale Client,Check,Completed,ORD930325,Automated migration
2023-01-08,Oil Filter,Engine system,0,181.02,0.0,0.0,Retail Client,Check,Completed,ORD930326,Automated migration
2023-01-08,Oil Filter,Engine system,1,158.94,14.01,158.94,Wholesale Client,Bank Transfer,Completed,ORD930327,Automated migration
2023-01-08,Shock Absorber,Suspension & traction,1,4181.89,370.61,4181.89,Wholesale Client,Cash,Completed,ORD930422,Automated migration
2023-01-08,Shock Absorber,Suspension & traction,1,2532.93,213.9,2532.93,Retail Client,Cash,Completed,ORD930423,Automated migration
2023-01-08,Shock Absorber,Suspension & traction,1,3869.79,187.39,3869.79,Wholesale Client,Cash,Completed,ORD930424,Automated migration
2023-01-08,Shock Absorber,Suspension & traction,1,3597.55,233.57,3597.55,Retail Client,GCash,Completed,ORD930425,Automated migration
2023-01-08,Shock Absorber,Suspension & traction,1,2664.47,101.04,2664.47,Retail Client,GCash,Completed,ORD930426,Automated migration
2023-01-08,Wheel Bearing,Drivetrain,1,2699.75,201.24,2699.75,Retail Client,Cash,Completed,ORD930511,Automated migration
2023-01-09,Alternator,Electrical system,0,8326.93,0.0,0.0,Wholesale Client,Maya,Completed,ORD930068,Automated migration
2023-01-09,Alternator,Electrical system,1,12446.92,1011.36,12446.92,Wholesale Client,GCash,Completed,ORD930069,Automated migration
2023-01-09,Alternator,Electrical system,0,10154.62,0.0,0.0,Wholesale Client,GCash,Completed,ORD930070,Automated migration
2023-01-09,Battery,Electrical system,0,5955.34,0.0,0.0,Retail Client,Cash,Completed,ORD930104,Automated migration
2023-01-09,Brake Pads,Braking system,1,976.91,89.65,976.91,Retail Client,Check,Completed,ORD930128,Automated migration
2023-01-09,Brake Pads,Braking system,0,1434.62,0.0,0.0,Retail Client,Check,Completed,ORD930129,Automated migration
2023-01-09,Brake Pads,Braking system,0,1038.86,0.0,0.0,Wholesale Client,GCash,Completed,ORD930130,Automated migration
2023-01-09,Brake Pads,Braking system,1,1279.22,100.97,1279.22,Wholesale Client,GCash,Completed,ORD930131,Automated migration
2023-01-09,Brake Pads,Braking system,0,1326.25,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD930132,Automated migration
2023-01-09,Catalytic Converter,Exhaust system,1,23919.75,2095.35,23919.75,Retail Client,Maya,Completed,ORD930210,Automated migration
2023-01-09,ECU Module,Electrical system,0,25965.4,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930243,Automated migration
2023-01-09,Oil Filter,Engine system,1,216.61,17.1,216.61,Wholesale Client,GCash,Completed,ORD930328,Automated migration
2023-01-09,Oil Filter,Engine system,1,223.7,16.47,223.7,Retail Client,Cash,Completed,ORD930329,Automated migration
2023-01-09,Oil Filter,Engine system,1,205.45,11.7,205.45,Wholesale Client,GCash,Completed,ORD930330,Automated migration
2023-01-09,Oil Filter,Engine system,1,146.35,13.08,146.35,Wholesale Client,GCash,Completed,ORD930331,Automated migration
2023-01-09,Shock Absorber,Suspension & traction,1,2498.87,109.09,2498.87,Wholesale Client,Maya,Completed,ORD930427,Automated migration
2023-01-09,Shock Absorber,Suspension & traction,1,2702.09,235.01,2702.09,Wholesale Client,Check,Completed,ORD930428,Automated migration
2023-01-10,Air Filter,Engine system,5,336.29,117.46,1681.45,Wholesale Client,Check,Completed,ORD930020,Automated migration
2023-01-10,Alternator,Electrical system,1,9894.67,734.49,9894.67,Wholesale Client,Maya,Completed,ORD930071,Automated migration
2023-01-10,Brake Pads,Braking system,0,1585.54,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD930133,Automated migration
2023-01-10,Brake Pads,Braking system,1,1460.83,87.15,1460.83,Wholesale Client,Maya,Completed,ORD930134,Automated migration
2023-01-10,Catalytic Converter,Exhaust system,7,13919.71,7018.63,97437.97,Retail Client,Maya,Completed,ORD930211,Automated migration
2023-01-10,Catalytic Converter,Exhaust system,1,23993.53,1564.93,23993.53,Wholesale Client,GCash,Completed,ORD930212,Automated migration
2023-01-10,Oil Filter,Engine system,0,212.32,0.0,0.0,Retail Client,GCash,Completed,ORD930332,Automated migration
2023-01-10,Oil Filter,Engine system,1,232.58,14.62,232.58,Retail Client,Maya,Completed,ORD930333,Automated migration
2023-01-10,Oil Filter,Engine system,0,205.11,0.0,0.0,Retail Client,Cash,Completed,ORD930334,Automated migration
2023-01-10,Shock Absorber,Suspension & traction,1,3715.27,172.6,3715.27,Retail Client,Check,Completed,ORD930429,Automated migration
2023-01-10,Shock Absorber,Suspension & traction,1,2695.96,176.33,2695.96,Retail Client,Maya,Completed,ORD930430,Automated migration
2023-01-10,Shock Absorber,Suspension & traction,1,3016.0,131.19,3016.0,Retail Client,Check,Completed,ORD930431,Automated migration
2023-01-10,Starter Motor,Electrical system,0,8520.35,0.0,0.0,Retail Client,GCash,Completed,ORD930484,Automated migration
2023-01-10,Wheel Bearing,Drivetrain,1,2355.28,89.0,2355.28,Retail Client,GCash,Completed,ORD930512,Automated migration
2023-01-10,Wheel Bearing,Drivetrain,1,2030.12,126.09,2030.12,Wholesale Client,Cash,Completed,ORD930513,Automated migration
2023-01-10,Wheel Bearing,Drivetrain,0,2569.9,0.0,0.0,Wholesale Client,Maya,Completed,ORD930514,Automated migration
2023-01-10,Wheel Bearing,Drivetrain,1,2081.24,152.8,2081.24,Retail Client,Check,Completed,ORD930515,Automated migration
2023-01-11,Air Filter,Engine system,0,273.45,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930021,Automated migration
2023-01-11,Air Filter,Engine system,4,293.48,67.64,1173.92,Wholesale Client,GCash,Completed,ORD930022,Automated migration
2023-01-11,Alternator,Electrical system,1,7618.36,661.61,7618.36,Retail Client,Check,Completed,ORD930072,Automated migration
2023-01-11,Brake Pads,Braking system,0,1169.66,0.0,0.0,Retail Client,Maya,Completed,ORD930135,Automated migration
2023-01-11,Brake Pads,Braking system,1,1029.23,66.79,1029.23,Retail Client,Check,Completed,ORD930136,Automated migration
2023-01-11,Brake Pads,Braking system,0,1474.02,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD930137,Automated migration
2023-01-11,Brake Pads,Braking system,0,1564.4,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD930138,Automated migration
2023-01-11,ECU Module,Electrical system,0,20871.54,0.0,0.0,Wholesale Client,Maya,Completed,ORD930244,Automated migration
2023-01-11,ECU Module,Electrical system,0,18105.72,0.0,0.0,Retail Client,Maya,Completed,ORD930245,Automated migration
2023-01-11,Oil Filter,Engine system,1,143.94,13.16,143.94,Wholesale Client,GCash,Completed,ORD930335,Automated migration
2023-01-11,Oil Filter,Engine system,1,192.24,18.1,192.24,Wholesale Client,Bank Transfer,Completed,ORD930336,Automated migration
2023-01-11,Oil Filter,Engine system,1,204.24,15.6,204.24,Wholesale Client,Cash,Completed,ORD930337,Automated migration
2023-01-11,Oil Filter,Engine system,1,253.86,9.83,253.86,Retail Client,Bank Transfer,Completed,ORD930338,Automated migration
2023-01-11,Oil Filter,Engine system,1,153.4,9.08,153.4,Wholesale Client,Maya,Completed,ORD930339,Automated migration
2023-01-11,Shock Absorber,Suspension & traction,1,3134.8,225.08,3134.8,Retail Client,Maya,Completed,ORD930432,Automated migration
2023-01-11,Shock Absorber,Suspension & traction,0,3147.91,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930433,Automated migration
2023-01-11,Shock Absorber,Suspension & traction,5,3325.41,614.0,16627.05,Wholesale Client,Bank Transfer,Completed,ORD930434,Automated migration
2023-01-11,Shock Absorber,Suspension & traction,1,2852.91,157.37,2852.91,Wholesale Client,Bank Transfer,Completed,ORD930435,Automated migration
2023-01-11,Wheel Bearing,Drivetrain,0,1995.37,0.0,0.0,Wholesale Client,Check,Completed,ORD930516,Automated migration
2023-01-11,Wheel Bearing,Drivetrain,1,1719.03,106.12,1719.03,Retail Client,Maya,Completed,ORD930517,Automated migration
2023-01-11,Wheel Bearing,Drivetrain,1,2053.75,176.6,2053.75,Wholesale Client,GCash,Completed,ORD930518,Automated migration
2023-01-12,Air Filter,Engine system,1,258.9,23.67,258.9,Wholesale Client,GCash,Completed,ORD930023,Automated migration
2023-01-12,Alternator,Electrical system,1,12231.13,666.2,12231.13,Retail Client,Maya,Completed,ORD930073,Automated migration
2023-01-12,Alternator,Electrical system,1,9436.93,556.08,9436.93,Retail Client,Bank Transfer,Completed,ORD930074,Automated migration
2023-01-12,Brake Pads,Braking system,0,1136.21,0.0,0.0,Retail Client,Maya,Completed,ORD930139,Automated migration
2023-01-12,Brake Pads,Braking system,0,1248.99,0.0,0.0,Wholesale Client,Maya,Completed,ORD930140,Automated migration
2023-01-12,Oil Filter,Engine system,1,144.85,5.79,144.85,Wholesale Client,Cash,Completed,ORD930340,Automated migration
2023-01-12,Oil Filter,Engine system,0,186.91,0.0,0.0,Wholesale Client,Maya,Completed,ORD930341,Automated migration
2023-01-12,Oil Filter,Engine system,1,214.08,7.55,214.08,Wholesale Client,Maya,Completed,ORD930342,Automated migration
2023-01-12,Oil Filter,Engine system,0,165.53,0.0,0.0,Wholesale Client,Check,Completed,ORD930343,Automated migration
2023-01-12,Oil Filter,Engine system,1,154.23,7.11,154.23,Retail Client,Bank Transfer,Completed,ORD930344,Automated migration
2023-01-12,Shock Absorber,Suspension & traction,1,2504.28,143.94,2504.28,Retail Client,Cash,Completed,ORD930436,Automated migration
2023-01-12,Shock Absorber,Suspension & traction,0,3118.91,0.0,0.0,Retail Client,Cash,Completed,ORD930437,Automated migration
2023-01-12,Starter Motor,Electrical system,0,10808.33,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD930485,Automated migration
2023-01-12,Starter Motor,Electrical system,0,10207.33,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930486,Automated migration
2023-01-12,Starter Motor,Electrical system,0,9109.6,0.0,0.0,Retail Client,GCash,Completed,ORD930487,Automated migration
2023-01-12,Wheel Bearing,Drivetrain,0,2756.29,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD930519,Automated migration
2023-01-13,Air Filter,Engine system,1,274.06,14.67,274.06,Wholesale Client,GCash,Completed,ORD930024,Automated migration
2023-01-13,Air Filter,Engine system,2,304.02,41.03,608.04,Retail Client,Maya,Completed,ORD930025,Automated migration
2023-01-13,Air Filter,Engine system,1,283.98,21.69,283.98,Retail Client,Bank Transfer,Completed,ORD930026,Automated migration
2023-01-13,Alternator,Electrical system,0,10375.01,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD930075,Automated migration
2023-01-13,Brake Pads,Braking system,0,1080.25,0.0,0.0,Wholesale Client,GCash,Completed,ORD930141,Automated migration
2023-01-13,Brake Pads,Braking system,0,1246.83,0.0,0.0,Wholesale Client,Check,Completed,ORD930142,Automated migration
2023-01-13,Brake Pads,Braking system,1,1096.74,85.85,1096.74,Retail Client,Cash,Completed,ORD930143,Automated migration
2023-01-13,Brake Pads,Braking system,1,1526.51,81.12,1526.51,Wholesale Client,Cash,Completed,ORD930144,Automated migration
2023-01-13,Catalytic Converter,Exhaust system,1,18141.3,1101.32,18141.3,Retail Client,GCash,Completed,ORD930213,Automated migration
2023-01-13,ECU Module,Electrical system,0,19370.55,0.0,0.0,Retail Client,Cash,Completed,ORD930246,Automated migration
2023-01-13,ECU Module,Electrical system,0,21941.55,0.0,0.0,Wholesale Client,Check,Completed,ORD930247,Automated migration
